container_1	creator	title	date_expression	date	language	extent	physical_description	description	provenance	subject	spatial	format	ead_id	aspace_id	finding_aid_url	oclc_num	rl_number	dpc_id
folder 1	Belle, John	John Belle papers	1793	1793/1793	eng	1 item		A draft signed by a member of the Quartermaster Department, United States Army.		United States. Army. Quartermaster Corps			bellejohnpapers-001634343	seca-e9c205ff-db94-4d33-98da-f2a69087de35	http://library.duke.edu/rubenstein/findingaids/bellejohnpapers-001634343/	31526770	RL.30194	dpc_id
folder 1	Bellows, Henry W. (Henry Whitney), 1814-1882	Henry Bellows letter	1844	1844/1844	eng	1 item		Letter from Dexter Clapp commenting on the Unitarian Church in the South.		Unitarians -- Southern States; Unitarians -- Clergy -- Correspondence; Clapp, Dexter, correspondent.			bellowshenryw-001634345	seca-575916ee-9a61-4d57-9321-66b04ea1caaf	http://library.duke.edu/rubenstein/findingaids/bellowshenryw-001634345/	31526778	RL.30202	dpc_id
folder 1	Benham, O. J.	O.J. Benham typescript diary	1865	1865/1865	eng	0.1 linear feet		Typescript of diary (19 pages) kept by O.J. Benham, a soldier in the Fourth Corps of the Army of the Cumberland. Diary begins on February 24, 1865 when Benham left Tiffin, Ohio on his way south and ends on June 15, 1865 when Tiffin mustered out and arrived at Cincinnati, Ohio. Diary entries are brief and typically describe his movements, correspondence with his wife, weather, and other routine matters.	Gift 1965	Benham, O. J.; United States. Army of the Cumberland; Tiffin (Ohio) -- History -- 19th century; United States -- History -- Civil War, 1861-1865	Tiffin (Ohio); United States	Diaries	benhamoj-003954152	seca-d17d88af-1cf2-4b46-bcbe-3b50f9542217	http://library.duke.edu/rubenstein/findingaids/benhamoj-003954152/	794233146	RL.30207	dpc_id
folder 1	Benjamin, Park, 1809-1864	Park Benjamin letter	1838 July 9.	1838/1838	eng	1 item		Letter to music critic John Sullivan Dwight, in which Benjamin states that he is publishing Dwight's article on sacred music.		Sacred music; Music critics -- Correspondence; Dwight, John Sullivan, 1813-1893			benjaminpark-001634349	seca-631a4aa3-c78b-4b27-9930-d0dcb87a29ba	http://library.duke.edu/rubenstein/findingaids/benjaminpark-001634349/	31526776	RL.30201	dpc_id
folder 1	Benner, Edward	Edward Benner papers	1870	1870/1870	eng	3 items		Business letters to Benner, in Mulhouse, France, from the Jefferson Insurance Company in Richmond, Va., dealing mostly with company affairs.		Insurance companies -- Virginia; Jefferson Insurance Company (Va.)			benneredwardpapers-001634352	seca-608554cc-87ef-4e03-9867-98ba7b588d7f	http://library.duke.edu/rubenstein/findingaids/benneredwardpapers-001634352/	31526793	RL.30209	dpc_id
folder 1	Bennett, Frank T.	Frank Bennett papers	1862-1864	1862/1864	eng	2 items		Civil War diary (94 p.) records the experiences of Lt. Col. Frank T. Bennett as a prisoner of war in Confederate prisons in Charleston and Columbia, S.C., from March 18 to October 10, 1862. There is also an entry about his capture during the Battle of Drewry's Bluff, 1864, and imprisonment in Libby Prison, Richmond, during May 16-October 8 1864. Bennett speaks well of Southerners in general despite the hardships of prison life, and records his views of Northern military and political tactics. The volume begins with a series of poems and there are a few poems interspersed in the diary entries. A loose item consists of a brief chronoloy of the war and the military service of Frank and of Horace C. Bennett. Horace (d. 1862) may have been Frank's brother.		Prisoners of war -- Political and social views; Prisoners' writings, American; Soldiers -- United States -- Political and social views; Bennett, Horace C., d. 1862; United States. Army -- Officers -- Diaries; United States. Army. Pennsylvania Infantry Regiment, 55th (1861-1865); United States -- History -- Civil War, 1861-1865 -- Personal narratives; United States -- History -- Civil War, 1861-1865 -- Prisoners and prisons	United States		bennettfranktpapers-000897853	seca-caeb8b07-b360-402e-81a5-225b45606fa8	http://library.duke.edu/rubenstein/findingaids/bennettfranktpapers-000897853/	20839550	RL.30205	dpc_id
folder 1	Bennett, James Gordon, 1795-1872	James Gordon Bennett papers	1862-1865	1862/1865	eng	4 items		Four Civil War letters to Bennett as editor of the New York Herald from reporters L.A. Whiteley and Hiram Calkins in Washington, D.C. In April, 1862, Whiteley reports Union troop movements in Virginia aimed at trapping the Confederates before Richmond as part of the Peninsular campaign. He also reports the source of his information and makes reference to censorship. In a letter dated October 5, 1862, Whiteley reports on rumors surrounding President Lincoln's visit to General McClellan and the possibility of changes in Union army leadership. Calkin's letter of December 22, 1864, discusses Sherman's activities in Georgia and South Carolina, differences between Commodore David Dixon Porter and General Benjamin F. Butler, and plans for the siege of Richmond. His letter of February 23, 1865, discusses possible plans by Robert E. Lee to move forces below Raleigh, N.C., to stop Sherman's advance north. He also reports various political rumors concerning the presidential election in 1868 and appointments of various cabinet officers.		Peninsular Campaign, 1862; Sherman's March through the Carolinas; Sherman's March to the Sea; Calkins, Hiram, correspondent.; Lincoln, Abraham, 1809-1865; Whiteley, L. A., correspondent.; United States. Army -- History -- Civil War, 1861-1865; United States -- History -- Civil War, 1861-1865 -- Campaigns; United States -- History -- Civil War, 1861-1865 -- Censorship; United States -- History -- Civil War, 1861-1865 -- Journalists; United States -- Politics and government -- 1861-1865	United States		bennettjamesgordonpapers-000897852	seca-74a59b47-7b10-4191-88a8-a2b44dfa0d57	http://library.duke.edu/rubenstein/findingaids/bennettjamesgordonpapers-000897852/	20839540	RL.30206	dpc_id
folder 1	Bennett, R. Nelson	R. Nelson Bennett letters	1874-1879	1874/1879	eng	7 items		Personal letters from Bennett, a resident of Putney, Vermont, to "Dear Uncle," a man perhaps named Baxter.		Windham County (Vt.) -- History -- 19th century	Windham County (Vt.)		bennettrnelsonletters-002045967	seca-839f0ee7-8f54-4c91-a1a4-565372ee718e	http://library.duke.edu/rubenstein/findingaids/bennettrnelsonletters-002045967/	34052642	RL.30210	dpc_id
folder 1	Bennett, William W. (William Wallace), 1821-1887	William Bennett papers	1866-1868	1866/1868	eng	4 items		Letters written to Bennett from ministers who had served in the Confederate Army in response to his request for material for his book, THE GREAT REVIVAL IN THE SOUTHERN ARMIES. Includes 2 letters from E.M. Bounds of Franklin, Tenn., one from J.A. Parker of Ramer, Ala., and a fragment of a letter from a minister in Pocahontas Co., W. Va. regarding their experiences as ministers to Confederate troops. Letters by Rev. Bounds provide names of many soldiers in the 1st Missouri Brigade as well as accounts of religious activities in camp. The letter by Rev. Parker provides an account of the chaplain's experiences while transporting wounded soldiers across Mobile Bay to hospitals in Mobile, Ala.	Gift 1996	Bennett, William W. (William Wallace), 1821-1887; Bounds, Edward M. (Edward McKendree), 1835-1913, correspondent.; Parker, J. A., correspondent.; Confederate States of America. Army. Missouri Brigade, 1st.; Confederate States of America. Army -- Chaplains; Mobile (Ala.) -- History -- Civil War, 1861-1865; United States -- History -- Civil War, 1861-1865 -- Religious aspects; United States -- History -- Civil War, 1861-1865 -- Medical care	Mobile (Ala.); United States		bennettwilliamwpapers-002494268	seca-6d0f7810-5189-4636-8ac0-cc8d769e0571	http://library.duke.edu/rubenstein/findingaids/bennettwilliamwpapers-002494268/	39670115	RL.30208	dpc_id
folder 1	Benson family	Benson family papers	1810-1813	1810/1813	eng	9 items		Letters from Thomas Benson of Kentucky and Ohio to his mother, sister Catherine, and brother John in Philadelphia in which he discusses family news and his conditions in Ohio and Kentucky. He speaks favorably of emigration to Kentucky. Included is a description of the siege of Fort Meigs on the Maumee River in Ohio during the War of 1812. Thomas Benson was wounded during this siege.		Migration, Internal -- United States; Benson, Catherine, correspondent.; Benson, John, correspondent.; Benson, Thomas, correspondent.; Kentucky -- Emigration and immigration; Meigs, Fort -- Ohio; Ohio -- History -- War of 1812	Kentucky; Meigs, Fort; Ohio		bensonfamilypapers-002045970	seca-6c841d90-0a9c-4976-b2ee-481716bf3dd0	http://library.duke.edu/rubenstein/findingaids/bensonfamilypapers-002045970/	34052633	RL.30198	dpc_id
folder 1	Bentley, B. G.	B. G. Bentley papers	1830-1836	1830/1836	eng	6 items		Personal correspondence of B.G. Bentley, a merchant in Williamston recently emigrated from Scotland, to Catherine Thompson, a widow in Scotland whom Bentley wished to marry.		Merchants -- North Carolina; Courtship -- North Carolina; Thompson, Catherine, correspondent.; Martin County (N.C.) -- History -- 19th century	Martin County (N.C.)		bentleybgpapers-002045971	seca-2dc6fea4-8fcd-4ca4-b6fd-a3bf7dec2f27	http://library.duke.edu/rubenstein/findingaids/bentleybgpapers-002045971/	34052636	RL.30200	dpc_id
folder 1	Bentley, William, 1759-1819	William Bentley letter	approximately 1804	1804/1804	eng	1 item		An undated fragmentary letter ca. 1804 from Benjamin Crowninshield III, a student at the College of William and Mary. Crowninshield discusses the hospitality he has enjoyed in Williamsburg, especially from Bishop James Madison, president of the college. Crowninshield apparently studied with Bentley prior to going to William and Mary.		Crowninshield, Benjamin, III, correspondent.; Madison, James, 1749-1812; College of William and Mary; Williamsburg (Va.) -- History -- 19th century	Williamsburg (Va.)		bentleywilliam-002045973	seca-23c8ed7f-6732-4f17-909e-a22577caa3be	http://library.duke.edu/rubenstein/findingaids/bentleywilliam-002045973/	34052632	RL.30196	dpc_id
folder 1	Benton, Horace	Horace Benton papers	1849-1864	1849/1864	eng	14 items		Personal letters of Horace Benton of Cleveland, Ohio and his cousin, Ira Eddy Benton of Peoria, Illinois, dealing with religious and family matters.		Benton, Ira Eddy, correspondent.; Cleveland (Ohio) -- History -- 19th century; Peoria (Ill.) -- History -- 19th century	Cleveland (Ohio); Peoria (Ill.)		bentonhoracepapers-002050963	seca-3eb59c4c-0230-4dda-b438-d20c52872904	http://library.duke.edu/rubenstein/findingaids/bentonhoracepapers-002050963/	34122383	RL.30203	dpc_id
folder 1	Berkeley, Carter Burwell	Carter Burwell Berkeley papers	1801-1856 (bulk 1813-1816).	1801/1856	eng	6 items		Business correspondence of Carter B. Berkeley, Virginia politician, concerning tobacco shipments and finances, and brief comments on the War of 1812.		Tobacco industry -- Virginia; United States -- History -- War of 1812	United States		berkeleycarterburwellpapers-002050964	seca-26d80cd2-7bd3-4d43-b795-d6d401357dc7	http://library.duke.edu/rubenstein/findingaids/berkeleycarterburwellpapers-002050964/	34122351	RL.30195	dpc_id
folder 1	Berkeley, William N.	William N. Berkeley papers	1771-1878 ;	1771/1878	eng	35 items		Primarily letters from N. Atkinson, the overseer of Berkeley's "Goose Pond" plantation, describing in detail crops, marketing of livestock, and weather conditions. There is also an account of tobacco sent to England, 1771, and goods received in return by Robert Beverly; physician's accounts for 1791-1799; and two poems by Edmund Berkeley, one on Pickett's charge.		Plantation overseers -- Virginia -- Correspondence; Plantations -- Virginia -- Hanover County; Agriculture -- Virginia -- Hanover County; Tobacco industry -- Virginia; Medical fees; Atkinson, N., correspondent.; Berkeley, Edmund, author.; Beverly, Robert; Goose Pond Plantation (Hanover County, Va.); United States -- History -- Civil War, 1861-1865 -- Literature and the war	Goose Pond Plantation (Hanover County, Va.); United States		berkeleywilliamnpapers-000844113	seca-0a17d3d2-2118-4ff0-acf5-7ecedc549df3	http://library.duke.edu/rubenstein/findingaids/berkeleywilliamnpapers-000844113/	19211100	RL.30193	dpc_id
