title	creator	date_expression	date	language	extent	description	provenance	subject	spatial	format	type	collection_slug	aleph_id	oclc_num	local_id	display_format	rights	rights_note
O. O. Howard letters	Howard, O. O. (Oliver Otis), 1830-1909	1870	1870/1870	eng	2 items	The collection consists of two letters, both written while Howard was Commissioner of the Freedmen's Bureau. The first letter (April 6, 1870) is from Brigadier-General George Williamson Balloch, Chief Disbursing Officer of the Bureau to Adelbert Ames, U.S. Senator from Miss., informing Ames that he did not need any more paid bounty agents in Miss. The second letter (June 21, 1870) is from Martin Wilson Philips to Howard. (Philips is editor-in-chief of THE SOUTHERN FARMER.) He writes on behalf of four young men in his employment. The men had purchased land with unclear titles as a result of that land having been sold under a special war tax and bought by the federal government. Most of Philips's letter, however, is devoted to his views on Reconstruction.		Reconstruction (U.S. history, 1865-1877)| Ames, Adelbert, 1835-1933| Balloch, George Williamson, 1825-| Balloch, George Williamson, 1825-| Howard, O. O. (Oliver Otis), 1830-1909| Philips, Martin Wilson| United States. Bureau of Refugees, Freedmen, and Abandoned Lands			Text	howardooletters-002586468	002586468	41579867	[local_id]	image		[rights_note]
Tazewell M. Howard letters	Howard, Tazewell M.	1855-1865	1855/1865	eng	15 items	Letters from Howard to a younger brother who was a medical student in Philadelphia, Pennsylvania, containing brief references to the Know-Nothing Party, secession, and a rumor that Governor Henry A. Wise of Virginia had been murdered by abolitionists; and Civil War letters of Dr. T.H. Howard and H.L. Honnell from Georgia, Kentucky and Mississippi.		Medical colleges -- Pennsylvania -- Philadelphia| Medical education -- United States| Physicians -- Correspondence| Physicians -- Georgia -- Campbelltown| Secession| Governors -- Virginia| Howard, Tazewell M.| Wise, Henry A. (Henry Alexander), 1806-1876| Republican Party (U.S. : 1854- )| United States -- History -- Civil War, 1861-1865 -- Medical care	United States		Text	howardtazewellmletters-000861214	000861214	19793487	[local_id]	image		[rights_note]
David Howell family corrrespondence	Howell, David	1829-1847	1829/1847	eng	15 items	Correspondence between David Howell and his wife Hannah, and Howell's father's family in Clark County, Ohio, discussing family matters with references to commodity prices, a smallpox epidemic in Wheeling, Virginia (now West Virginia), and Pittsburgh, Pennsylvania, 1829; the burning of Bushrod Washington's house; the death of President William Henry Harrison; and an abolitionist debate in Ohio.		Smallpox -- Virginia| Smallpox -- Pennsylvania -- Pittsburgh| Antislavery movements -- Ohio| Prices| Harrison, William Henry, 1773-1841 -- Death and burial.| Howell, David| Howell, Hannah| Washington, Bushrod, 1762-1829| Howell family		Personal correspondence	Text	howelldavid-002568488	002568488	41204510	[local_id]	image		[rights_note]
Joshua A. Howell papers	Howell, Joshua A., -1864	1862-1864	1862/1864	eng	13 items	Miscellaneous papers of Howell, including ordnance, morning, and quartermaster reports; special orders concerning Howell's commands at Hilton Head, S.C., and Gloucester Point, Va.; letter from Howell discussing a battle near Franklin, Va.; letter from General Alfred Howe Terry to Katherine W. Howell concerning her husband's injuries and promotion to brigadier general; and letters requesting passes for Benjamin P. Howell, in order that he can recover his brother's body.		Howell, Benjamin P.| Howell, Joshua A., -1864| Howell, Katherine W.| Terry, Alfred Howe| United States. Army -- Officers -- Correspondence| United States. Army. Pennsylvania Infantry Regiment, 85th (1861-1864)| Franklin (Va.) -- History -- Civil War, 1861-1865| Gloucester Point (Va.) -- History -- Civil War, 1861-1865| Hilton Head (S.C.) -- History -- Civil War, 1861-1865| South Carolina -- History -- Civil War, 1861-1865| United States -- History -- Civil War, 1861-1865 -- Equipment and supplies| Virginia -- History -- Civil War, 1861-1865	Franklin (Va.)| Gloucester Point (Va.)| Hilton Head (S.C.)| South Carolina| United States| Virginia		Text	howelljoshuaapapers-000861216	000861216	19793523	[local_id]	image		[rights_note]
Accounts of Luther Howe estate	Howe, Luther	1836	1836/1836	eng	1 volume	Bill of sale by the heirs of Luther Howe for his land, slaves, and a brick plant which he had operated in partnership with François Xavier Martin.		Decedents' estates -- Louisiana| Slave trade -- Louisiana| Slavery -- Louisiana -- History -- 19th century| Slaves -- Louisiana| Real property -- Louisiana| Plantations -- Louisiana| Brickworks -- Louisiana| Howe, Luther| Martin, François-Xavier, 1762-1846		Bills of sale	Text	howeluther-002568485	002568485	41204497	[local_id]	image		[rights_note]
Howerton Family papers	Howerton (Family : Halifax County, Va.),	1861-1877	1861/1877	eng	9 items	Letters from Sarah Lansdell Howerton to her husband Richard Thomas Howerton, describing in detail an illness which prevents her from returning home; four clippings, including an obituary for Kate Boshamer Howerton; Kate Boshamer's autograph album; and a tribute to Stonewall Jackson addressed to the editor of the WHIG, Richmond, June 13, 1862.	Gift 1983	Women -- Health and hygiene| Howerton, Kate Boshamer| Howerton, Richard Thomas| Howerton, Sarah Lansdell| Jackson, Stonewall, 1824-1863		Photograph albums	Text	howertonfamilypapers-002565751	002565751	41150156	[local_id]	image		[rights_note]
Samuel Gridley Howe letter	Howe, S. G. (Samuel Gridley), 1801-1876	1868	1868/1868	eng	1 item	Note by Samuel Gridley Howe inviting a visit by a friend. It is written on the reverse side of a fragment of a 1868 letter written by an unknown author.		Howe, S. G. (Samuel Gridley), 1801-1876		Personal correspondence	Text	howesg-002568487	002568487	41204517	[local_id]	image		[rights_note]
Solomon Howe family correspondence	Howe, Solomon, 1750-1835	1819-1838	1819/1838	eng	47 items	Family correspondence of Solomon Howe and his wife, Mary, and their children. Included are letters, 1819, from Jebediah Howe, concerning his stereotype foundry in New York City; letters, 1819-1821, from Milton Howe, who conducted a school in Richmond County, Va., giving some description of the country and his impressions of the people; letters from Celia Babbett, describing a journey to Orangeville, N.Y., and customs in western New York; and miscellaneous letters concerning New Englanders' reactions to the South, the depression following the panic of 1819, crops, commodity prices, and family matters.		Depressions| Printing plates| Schools -- Virginia -- Richmond County| Babbett, Celia| Howe, Jebediah| Howe, Mary| Howe, Milton| Howe, Solomon, 1750-1835| Howe family| New York (State) -- Description and travel| Orangeville Center (N.Y.) -- Description and travel| United States -- Economic conditions -- To 1865| Virginia -- Description and travel| Virginia -- Social life and customs	New York (State)| Orangeville Center (N.Y.)| United States| Virginia		Text	howesolomon-000861215	000861215	19793508	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]
Thomas C. Hoyt papers	Hoyt, Thomas C.	1844-1905	1844/1905	eng	90 items	Papers of Thomas C. and Isaiah F. Hoyt, including letters to T.C. Hoyt's family describing his voyages to Africa, 1847; papers dealing with the pepper trade off the coast of Sumatra, including routes, prices for raw pepper, letters of credit, and invoices of the cargo carried to Sumatra for trade. Also includes papers dealing with the New England Shoe and Leather Association, of which T.C.'s nephew, Charles Hoyt, was president. Isaiah Hoyt's papers are principally concerned with his efforts to obtain money owed him for his service in the Union Army, in the 32nd Massachusetts Volunteers. Scattered references concern his business affairs as secretary of the Union Flax Mills in Chicago and as a deputy collector of Internal Revenue in Illinois.		Flax industry -- Illinois| Leather industry and trade -- New England| Industries -- Massachusetts| Tax collection -- United States| Pepper (Spice) industry -- United States| Ship captains -- Correspondence| Ship captains -- Massachusetts| Voyages and travels| Hoyt, Charles| Hoyt, Isaiah F.| Hoyt, Isaiah F., creator.| Hoyt, Thomas C.| Arthur (Ship)| New England Shoe and Leather Association| Union Flax Mills (Chicago, Ill.)| United States. Army. Massachusetts Infantry Regiment, 32nd (1861-1865)| Africa -- Description and travel| Chicago (Ill.) -- Commerce| Sumatra (Indonesia) -- Commerce -- United States| United States -- Commerce -- Indonesia -- Sumatra	Africa| Chicago (Ill.)| Sumatra (Indonesia)| United States		Text	hoytthomascpapers-000862763	000862763	19851214	[local_id]	image		[rights_note]
Edmund W. Hubard papers	Hubard, Edmund W.	1858	1858/1858	eng	2 items	Papers of Edmund W. Hubard referring to the appointment of a manager of the public schools and to physicians practicing in Richmond.		Public schools -- Virginia| Physicians -- Virginia -- Richmond| Hubard, Edmund W.			Text	hubardedmundwpapers-002566211	002566211	41161258	[local_id]	image		[rights_note]
