title	creator	date_expression	date	language	extent	description	provenance	subject	spatial	format	type	ead_id	aleph_id	aspace_id	finding_aid_url	oclc_num	identifier	local_id	display_format	rights	rights_note
Albert A. Cobb and Company papers	Albert A. Cobb and Company	1856-1861	1856/1861	eng	12 items	Routine business letters pertaining to Albert A. Cobb and Company and other insurance companies.		Commercial correspondence -- 19th century| Insurance companies -- 19th century| Albert A. Cobb and Company			Text	albertacobbandcompanypapers-002564990	002564990	seca-068bc506-5b9e-4617-80f8-3c4a37b884c3	https://library.duke.edu/rubenstein/findingaids/albertacobbandcompanypapers-002564990/	41109649	RL.30554	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]	
Andrew Clow papers	Clow, Andrew, 1750-1793	1785-1790	1785/1790	eng	58 items	Business papers chiefly from merchants in Charleston, S.C.; Alexandria, Va.; and Hagerstown, Md.; concerning the shipment of goods, efforts to collect money, and trade conditions. Also included are bills of Andrew Clow & Co., and a letter describing activity of the British fleet around Philadelphia.		Coastwise shipping -- United States| Merchants -- Pennsylvania -- Philadelphia| Shipping -- United States -- History -- 18th century| Andrew Clow and Company (Philadelphia, Pa.)| Alexandria (Va.) -- Commerce| Charleston (S.C.) -- Commerce| Hagerstown (Md.) -- Commerce| Philadelphia (Pa.) -- Commerce| United States -- Economic conditions -- To 1865	Alexandria (Va.)| Charleston (S.C.)| Hagerstown (Md.)| Philadelphia (Pa.)| United States		Text	clowandrewpapers-000890401	000890401	seca-1c9be36d-c677-413b-8f4d-ab23a9403602	https://library.duke.edu/rubenstein/findingaids/clowandrewpapers-000890401/	20649238	RL.30545	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]	
Mary Willing Clymer papers	Clymer, Mary Willing	1856-1861	1856/1861	eng	1 item	Autograph album containing verses from friends to Mary Willing Clymer.		Autograph albums -- 19th century| Clymer, Mary Willing| Washington (D.C.)	Washington (D.C.)		Text	clymermarywillingpapers-002564989	002564989	seca-2ff2d05d-9d6b-4c11-ad1f-95e599f6da74	https://library.duke.edu/rubenstein/findingaids/clymermarywillingpapers-002564989/	41109629	RL.30555	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]	
S. Coates papers	Coates, S.	1871	1871/1871	eng	1 item	Diary kept by S. Coates of Narragansett Pier, Rhode Island, the apparently affluent wife of Harry Coates. They traveled to Georgia; Florida; Yonkers, New York; as well as Philadelphia and Point Pleasant, Pennsylvania. The volume also contains descriptions of her active social life in Rhode Island; at the end are a few cash accounts and a list of names and addresses.	Purchase 1985	Women -- Diaries -- 19th century| Florida -- Description and travel| Georgia -- Description and travel| New York (State) -- Description and travel -- 19th century| Pennsylvania -- Description and travel| Rhode Island -- Social life and customs -- 19th century	Florida| Georgia| New York (State)| Pennsylvania| Rhode Island	Diaries| Diaries	Text	coatesspapers-000741978	000741978	seca-f832e6fc-7054-4360-b881-988f5dc42651	https://library.duke.edu/rubenstein/findingaids/coatesspapers-000741978/	15482023	RL.30561	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]	
David Cobb papers	Cobb, David, 1748-1830	1806 June 29	1806/1806	eng	1 item	Collection comprises a letter to Charles W. Hare, in Philadelphia, regarding Cobb's land development activities in Maine.		Land use -- United States -- History -- 18th century| Land use -- Maine| Land settlement -- Maine -- History| Cobb, David, 1748-1830| Hare, Charles W.| Maine -- History -- 1775-1865	Maine		Text	cobbdavidpapers-004055340	004055340	seca-ce58b159-93a7-4bb5-8663-da1be493257a	https://library.duke.edu/rubenstein/findingaids/cobbdavidpapers-004055340/	268675308	RL.30546	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]	
Howell Cobb papers	Cobb, Howell, 1815-1868	1843-1868	1843/1868	eng	55 items	Papers concern the Georgia tax system; Whig and Democratic politics in Georgia; Cobb's work in Congress and as Secretary of the Treasury; disaffection with the Confederate government in Georgia; and military activities, including a letter, 1863, from Robert Toombs about raising a regiment for home defense, and a letter, April 1865, to Joseph E. Brown about sending troops to aid Alabama. Also included are a letter, 1860, from wife Mary Ann Lamar Cobb, describing a state dinner and a party at the White House for the Prince of Wales; and a memorial prepared by the Macon bar at Cobb's death.		Brown, Joseph E.| Cobb, Mary Ann Lamar| Cobb, Mary Ann Lamar| Toombs, Robert| Democratic Party (Ga.) -- 19th century| United States. Department of the Treasury -- 19th century| Whig Party (Ga.)| Athens-Clarke County (Ga.)| Georgia -- History -- Civil War, 1861-1865| Georgia -- Politics and government -- 1775-1865| Washington (D.C.) -- Social life and customs	Athens-Clarke County (Ga.)| Georgia| Washington (D.C.)		Text	cobbhowellpapers-000851139	000851139	seca-03b27f53-1420-4c0d-b46c-8699c6f9410f	https://library.duke.edu/rubenstein/findingaids/cobbhowellpapers-000851139/	19465547	RL.30550	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]	
Howell Cobb papers	Cobb, Howell, 1795-1864	1860	1860/1860	eng	1 item	Letter from Howell Cobb to Col. H.H. Waters concerning the role of Governor Joseph E. Brown in the forthcoming international and industrial exhibition at Macon, Ga.		Georgia Commerce| Brown, Joseph E. (Joseph Emerson), 1821-1894| Cobb, Howell, 1795-1864| Houston County (Ga.)	Houston County (Ga.)		Text	cobbhowellpapers-003866017	003866017	seca-ca7b5d8e-793c-4e6a-9aa9-817b4d2fc6e8	https://library.duke.edu/rubenstein/findingaids/cobbhowellpapers-003866017/	1048357492	RL.30556	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]	
Job Cobb papers	Cobb, Job	1861-1862	1861/1862	eng	2 items	Letters from Cobb, a private in the Confederate Army, stationed first at Yorktown and later at Richmond, Va., during the Peninsular Campaign, 1862. The letters mention rations, food prices, and his hatred of the enemy.		Peninsular Campaign, 1862| Soldiers -- Confederate States of America -- Correspondence| Soldiers -- Confederate States of America -- Political and social views| Confederate States of America. Army -- Military life| Confederate States of America. Army -- Supplies and stores| Richmond (Va.) -- History -- Civil War, 1861-1865| Tarboro (N.C.) -- 19th century| Virginia -- History -- Civil War, 1861-1865| Yorktown (Va.) -- History	Richmond (Va.)| Tarboro (N.C.)| Virginia| Yorktown (Va.)		Text	cobbjobpapers-000890406	000890406	seca-b7ca07b0-4587-4f55-9150-2ffb9d7f0481	https://library.duke.edu/rubenstein/findingaids/cobbjobpapers-000890406/	20649248	RL.30557	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]	
Thomas Read Rootes Cobb papers	Cobb, Thomas Read Rootes, 1823-1862	1852-1862	1852/1862	eng	19 items	Civil War papers and routine political correspondence, including pay vouchers for enlisted men and officers in Cobb's Georgia Legion, two letters regarding the death of Edward F. Bagley, 1861, and a letter to his wife from Fredericksburg, Va., discussing the war.		Bagley, Edward F., d. 1861| Confederate States of America. Army. Georgia Infantry Regiment, 2nd. Company H.| Confederate States of America. Army -- Officers| Confederate States of America. Army -- Pay, allowances, etc| Cherry Hill (Ga.)| Fredericksburg (Va.) -- History| Virginia -- History -- Civil War, 1861-1865	Cherry Hill (Ga.)| Fredericksburg (Va.)| Virginia		Text	cobbthomasreadrootespapers-000848192	000848192	seca-0d3ceedc-5794-4237-ba0f-5ceb481789c3	https://library.duke.edu/rubenstein/findingaids/cobbthomasreadrootespapers-000848192/	19347555	RL.30553	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]	
A. Jackson Cochran papers	Cochran, A. Jackson	1844-1883	1844/1883	eng	19 items	Collection contains papers of Cochran and members of the Cochran family. They include sheriff's summonses and personal letters.		Cochran, A. Jackson| Cochran family| Greenbrier County (W. Va.) -- 19th century	Greenbrier County (W. Va.)	Legal documents	Text	cochranajacksonpapers-002460486	002460486	seca-8059a6f0-5b83-4531-8fb3-ec32a4267886	https://library.duke.edu/rubenstein/findingaids/cochranajacksonpapers-002460486/	39224209	RL.30551	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]	
George Cochran papers	Cochran, George	1830-1832	1830/1832	eng	35 items	Collection contains Cochran's legal papers.		Police, Rural -- 19th century| Constables -- 19th century| Cochran, George| Pennsylvania -- History| Washington Township (Pa.)	Pennsylvania| Washington Township (Pa.)		Text	cochrangeorgepapers-002472269	002472269	seca-c5f690b1-c053-4fc9-810f-73507348d981	https://library.duke.edu/rubenstein/findingaids/cochrangeorgepapers-002472269/	39330932	RL.30549	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]	
John Lewis Cochran papers	Cochran, John Lewis	1861-1870	1861/1870	eng	6 items	Collection contains Cochran's business letters; a business receipt signed by James Cocke Southall (1827-1897); and a stock certificate signed by William T. Early (1817-1874), president, Albemarle Insurance Co.		Editors -- United States -- 19th century| Lawyers -- Virginia -- History -- 19th century| Judges -- Virginia -- History -- 19th century| Cochran, John Lewis| Early, William T, 1817-1874| Southhall, James Cocke, 1827-1897| Confederate States of America. Army -- Officers| Charlottesville (Va.) -- History| United States -- History -- Civil War, 1861-1865	Charlottesville (Va.)| United States		Text	cochranjohnlewispapers-002472270	002472270	seca-f1f37276-f6bd-4857-a5db-96ed34b12543	https://library.duke.edu/rubenstein/findingaids/cochranjohnlewispapers-002472270/	39330834	RL.30558	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]	
William A. Cockefair papers	Cockefair, William A.	1861-1862	1861/1862	eng	1 item	Diary discusses military activities of Cockefair's regiment in Virginia, Kentucky, Tennessee, Mississippi, and Alabama.		Corinth, Battle of, Corinth, Miss., 1862| Pea Ridge, Battle of, Ark., 1862| Soldiers -- Diaries| Cockefair, William A| United States. Army. Indiana Infantry Regiment, 15th (1861-1865)| Alabama -- History -- Civil War, 1861-1865| Indiana -- History -- 19th century| Kentucky -- History -- Civil War, 1861-1865| Mississippi -- History -- Civil War, 1861-1865| Tennessee -- History -- Civil War, 1861-1865| United States -- History -- Civil War, 1861-1865 -- Personal narratives| Virginia -- History -- Civil War, 1861-1865	Alabama| Indiana| Kentucky| Mississippi| Tennessee| United States| Virginia		Text	cockefairwilliamapapers-000848198	000848198	seca-0847b523-bb0e-45b6-873a-16240dc57243	https://library.duke.edu/rubenstein/findingaids/cockefairwilliamapapers-000848198/	19347725	RL.30559	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]	
John Hartwell Cocke papers	Cocke, John Hartwell, 1780-1866	1825-1872	1825/1872	eng	11 items	Collection contains Cocke's letters concerning the purchase of land in Perry Co., Ala., the weather, crop conditions, prices, and the health of slaves. Other items include letters to Dr. Cary Charles Cocke, son of J.H. Cocke; a report on the progress of a younger John Hartwell Cocke at the University of Virginia; and the will and accompanying documents of Philip St. George Cocke, son of J.H. Cocke.		Agriculture -- United States -- 19th century| Prices -- United States -- History -- 19th century| Slaves -- Health and hygiene -- Virginia| Cocke, Cary Charles, Dr.| Cocke, John Hartwell, 1780-1866| Cocke, Philip St. George| Perry County (Ala.) -- History	Perry County (Ala.)		Text	cockejohnhartwellpapers-002472272	002472272	seca-22a0821c-9bff-41d2-87dd-345cea8a32e4	https://library.duke.edu/rubenstein/findingaids/cockejohnhartwellpapers-002472272/	39330821	RL.30548	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]	
Richard Ivanhoe Cocke papers	Cocke, Richard Ivanhoe	1824-1864	1824/1864	eng	93 items	Promissory notes, accounts, and other business papers of planter Richard Cocke.		Plantations -- Records and correspondence| Plantations -- Virginia -- Fluvanna County| Plantations -- Commerce -- 19th century| Fluvanna County (Va.) -- Economic conditions	Fluvanna County (Va.)		Text	cockerichardivanhoepapers-000890412	000890412	seca-7b17fa7a-b150-4cd7-b517-3251c6a7214c	https://library.duke.edu/rubenstein/findingaids/cockerichardivanhoepapers-000890412/	20649268	RL.30547	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]	
Francis Marion Cockrell papers	Cockrell, Francis Marion, 1834-1915	1861-1895	1861/1895	eng	12 items	Collection consists of Cockrell's routine correspondence while serving in the Senate. Some biographical material is also included.		Legislators -- United States -- Correspondence| Cockrell, Francis Marion, 1834-1915| United States. Congress. Senate| United States -- Politics and government -- 19th century| Warrensburg (Mo.)	United States| Warrensburg (Mo.)		Text	cockrellfrancismarionpapers-002472273	002472273	seca-c6f48fc4-09ac-4820-a5e8-ee7964476707	https://library.duke.edu/rubenstein/findingaids/cockrellfrancismarionpapers-002472273/	39330835	RL.30560	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]	
