title	creator	date_expression	date	language	extent	description	provenance	subject	spatial	format	type	collection_slug	aleph_id	oclc_num	local_id	display_format	rights	rights_note
John Walter Hooper letters	Hooper, John Walter	1850-1872	1850/1872	eng	7 items	The collection contains the letter of J. W. Hooper to his sister following the death of her daughter, Annie. There are also five letters to his wife written while Hooper was on a trip to Dorchester County.		Hooper, John Walter| Hooper family			Text	hooperjohnwalterletters-003871318	003871318	1151405830	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Lucy Hamilton Hooper letter	Hooper, Lucy Hamilton, 1835-1893	undated.	1800/1800	eng	1 item	Letter from Hooper concerning her plan to publish a compilation of selected writings by American poets.		Women editors -- United States| Women journalists -- United States| Hooper, Lucy Hamilton, 1835-1893		Personal correspondence	Text	hooperlucyhamilton-002648568	002648568	43297788	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
William Hooper letters	Hooper, William	1867	1867/1867	eng	4 items	Letters from William Hooper, who with his brothers, J.D. and Thomas C. Hooper, and R.F. Hunt, comprised the faculty of the Wilson Female Seminary, to Maria J. Beattie, a graduate of Edgeworth Seminary, Greensboro, North Carolina, concerning her qualifications for teaching in the Wilson Female Seminary; and a personal letter dealing with a family matter.		Women -- Education -- North Carolina| Beattie, Maria J.| Hooper, William| Edgeworth Female Seminary (Greensboro, N.C.)| Wilson Female Seminary (Wilson, N.C.)| Wilson (Wilson County, N.C.) -- History| Wilson County (N.C.) -- History	Wilson (Wilson County, N.C.)| Wilson County (N.C.)		Text	hooperwilliamletters-002545956	002545956	40761610	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Edward Hoover letters	Hoover, Edward	1886-1897	1886/1897	eng	30 items	Letters of Hoover giving detailed accounts of farm life, farming methods, prices of crops, and church activities, including revivals, love feasts, and preaching.		Agriculture -- Pennsylvania| Farm life -- Pennsylvania -- Franklin County| Love feasts| Revivals -- Pennsylvania -- Franklin County| Hoover, Edward| Franklin County (Pa.) -- Religious life and customs| Franklin County (Pa.) -- Social life and customs| Pennsylvania -- Religious life and customs| Pennsylvania -- Social life and customs	Franklin County (Pa.)| Pennsylvania		Text	hooveredwardletters-000894222	000894222	20748444	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
O. O. Hoover essay	Hoover, O. O.	1862	1862/1862	eng	1 item	Collection consists of a handwritten essay (3 pages) by Hoover on the Zoarite religious community in Zoar, Ohio.	Purchase, 1862	Hoover, O. O.| Tuscarawas County (Ohio) -- History| Zoar (Tuscarawas County, Ohio)	Tuscarawas County (Ohio)| Zoar (Tuscarawas County, Ohio)		Text	hooveroo-002460474	002460474	39224186	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Daniel C. Hopkins papers	Hopkins, D. C. (Daniel C.),	1823-1870	1823/1870	eng	42 items	Miscellaneous bills, receipts, indentures, and warrants, several of which deal with the hiring and wage scale of slaves.		Slavery -- United States -- History -- 19th century| Slavery -- North Carolina -- History -- 19th century| Hopkins, D. C. (Daniel C.)		Receipts (financial records)| Indentures| Warrants	Text	hopkinsdcpapers-002567415	002567415	41177119	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Edward Hopkins letter	Hopkins, Edward	1841 September 5.	1841/1841	eng	1 item	Letter of Roger Lawson Gamble, United States representative from Georgia, 1833-1835 and 1841-1843, discussing rumors of the split in the president's cabinet and the effect it had had on holding up all appointments.		Gamble, Roger Lawson, 1787-1847| Hopkins, Edward| Tyler, John, 1790-1862| United States -- Officials and employees -- Selection and appointment	United States		Text	hopkinsedward-002567416	002567416	41177122	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]
Henry H. Hopkins letters	Hopkins, Henry H.	1862-1865	1862/1865	eng	14 items	Civil War letters of Hopkins, including after his appointment as chaplain of the 120th Regiment of New York Volunteers, to Mary Ames and Winona C. Ames. Discusses conversion of Fairfax Seminary into a convalescent camp, the surrender of Harpers Ferry, the New York draft riots, the battle of Cold Harbor, the siege of Petersburg, family matters, and the building of a chapel.		Cold Harbor, Battle of, Va., 1864| Draft Riot, New York, N.Y., 1863| Soldiers -- United States -- Correspondence| Ames, Mary| Ames, Winona C.| Hopkins, Henry H.| Fairfax Seminary| United States. Army -- Chaplains| United States. Army. New York Infantry Regiment, 120th (1861-1865)| Harpers Ferry (W. Va.) -- History -- Civil War, 1861-1865| New York (N.Y.) -- History -- Civil War, 1861-1865| Petersburg (Va.) -- History -- Siege, 1864-1865| United States -- History -- Civil War, 1861-1865 -- Campaigns| United States -- History -- Civil War, 1861-1865 -- Hospitals| United States -- History -- Civil War, 1861-1865 -- Religious aspects| Virginia -- History -- Civil War, 1861-1865	Harpers Ferry (W. Va.)| New York (N.Y.)| Petersburg (Va.)| United States| Virginia		Text	hopkinshenryhletters-000861208	000861208	19793405	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
William Horah letters	Horah, William H.	1832-1847	1832/1847	eng	6 items	Routine business letters to William H. Horah, dealing with the transfer of bills of exchange and other matters.		Horah, William H.| Bank of Cape Fear (Wilmington, N.C.)| State Bank of North Carolina			Text	horahwilliamhletters-002567419	002567419	41177120	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]
Edmund Hoskins papers	Hoskins, Edmund	1815-1819	1815/1819	eng	15 items	Business correspondence of a merchant including account sheets and two letters dealing with privateering during the War of 1812.		Merchants -- North Carolina -- Edenton| Privateering -- History -- 19th century| Hoskins, Edmund| United States -- History -- War of 1812	United States		Text	hoskinsedmundpapers-002568475	002568475	41204504	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]
George Hosler letters	Hosler, George	1846, 1851	1846/1851	eng	2 items	Business letters addressed to George Hosler.		Hosler, George			Text	hoslergeorgeletters-002568476	002568476	41204512	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Michael Houser papers	Houser, Michael	1825-1869	1825/1869	eng	24 items	Tax receipts, 1825-1839, land indentures, and bills and receipts of Michael Houser.		Houser, Michael		Indentures	Text	housermichaelpapers-002568477	002568477	41204507	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
A. Houston letter	Houston, A.	1796 July 29	1796/1796	eng	1 item	Letter from Houston to John Baird in Glasgow, reporting that Baird's holdings and property in Grenada are safe following the defeat of Fedon insurgents. Also includes some business advice about sugar sales, and comments regarding the lack of credit and his own hopes for peace.	Purchase 1996	Baird, John| Houston, A.| Grenada -- Economic conditions -- 18th century| Grenada -- History -- 18th century	Grenada		Text	houstona-002494278	002494278	39670295	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]
Placebo Houston papers	Houston, Placebo	1790-1861	1790/1861	eng	25 items	Personal and family correspondence with relatives in Alabama, Mississippi, and Missouri, describing the climate and crops, social life and customs, prices of slaves and land, religion, and daily life. Included are several wills.		Crops and climate -- North Carolina| Migration, Internal -- Southern States| Slavery -- North Carolina| Houston, Placebo| North Carolina. Militia| North Carolina -- Religious life and customs| North Carolina -- Social life and customs	North Carolina	Wills	Text	houstonplacebopapers-000861211	000861211	19793446	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Sam Houston papers	Houston, Sam, 1793-1863	1825-[1832?]	1825/1832	eng	3 items	Papers of Samuel Houston include a letter to John Taylor concerning Houston's trip toward Marlboro, South Carolina; and a land grant issued while governor of Tennessee.		Land grants -- Tennessee| Houston, Sam, 1793-1863| Marlboro (S.C.) -- Description and travel	Marlboro (S.C.)		Text	houstonsampapers-002568479	002568479	41204508	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]
William Churchill Houston letter	Houston, William Churchill, approximately 1746-1788	1779	1779/1779	eng	1 item	Letter from W. C. Houston to James Ewing about raising troops, supplies, and money for the Revolutionary forces.		Ewing, James| Houston, William Churchill, approximately 1746-1788| United States -- History -- Revolution, 1775-1783 -- Economic aspects| United States -- History -- Revolution, 1775-1783 -- Equipment and supplies| United States -- History -- Revolution, 1775-1783 -- Recruiting, enlistment, etc	United States		Text	houstonwilliamchurchill-002568480	002568480	41204503	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]
