title	creator	date_expression	date	language	extent	description	provenance	subject	spatial	format	type	collection_slug	aleph_id	oclc_num	local_id	display_format	rights	rights_note
Edmund Lee Goldsborough papers	Goldsborough, Edmund Lee, 1868-1953	1901-1903	1901/1903	eng	37 items	Material relating to field trips by Goldsborough. Includes snapshots of a trip to Hawaii, 1901, picturing Barton Warren Evermann, David Starr Jordan, William Harris Ashmead, John N. Cobb, Albertus Hutchinson Baldwin, and Charles Bradford Hudson. Diary of an Alaska trip, 1903, describes field trips in southeastern Alaska and a visit to Metlakhtla in the Annette Islands.		Voyages and travels| Ashmead, William Harris, 1855-1908| Baldwin, Albertus Hutchinson| Cobb, John N. (John Nathan), 1868-1930| Evermann, Barton Warren, 1853-1932| Hudson, Charles Bradford| Jordan, David Starr, 1851-1931| United States. Bureau of Fisheries| Alaska -- Description and travel| Hawaii -- Description and travel| Hawaii -- Photography	Alaska| Hawaii		Text	goldsboroughedmundleepapers-000894197	000894197	20748394	[local_id]	image	http://rightsstatements.org/vocab/UND/1.0/	[rights_note]
William H. Goodlett papers	Goodlett, William H.	1861-1865 and undated.	1861/1865	eng	34 items	Collection mainly contains letters written to William H. Goodlett from his children, wife, and other relatives, some of whom were also soldiers. Topics include the death of Goodlett's nephew in the war, the Battle of Yorktown, an army units' stay in Columbia, S.C., women who made uniforms for the soldiers, the First Battle of Bull Run, a friend Noel Few, conditions at home, desertions, agriculture prices, and General Grant. There are also two muster rolls, and two vouchers issued by the Confederate commissary in Greenville, S.C.		Soldiers -- Confederate States of America -- Correspondence| Bull Run, 1st Battle of, Va., 1861| Military deserters -- Confederate States of America| Few, Noel| Goodlet family| Confederate States of America. Army.| Confederate States of America. Army -- Military life| Columbia (S.C.) -- History -- Civil War, 1861-1865| United States -- History -- Civil War, 1861-1865	Columbia (S.C.)| United States		Text	goodlettwilliamhpapers-002472287	002472287	39330832	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Isaac E. Goodrich papers	Goodrich, Isaac E.	1856-1894	1856/1894	eng	45 items	The majority of this collection consists of Civil War letters of William Morey of the 2nd Regiment, Maine Infantry, commenting on camp life and military routine and describing the first battle of Bull Run and the battle of Mill Springs, Kentucky. Also included is a letter from Rhoda Murch of Monticello, Minnesota, 1864, commenting on Indian troubles on the plains, and a description, 1856, from C. E. Perry of the gold country of California, the process of gold mining, and life in the mining camps.		Bull Run, 1st Battle of, Va., 1861| Gold mines and mining -- California| Indians of North America -- Great Plains| Mill Springs, Battle of, Ky., 1862| Soldiers -- United States -- Correspondence| Morey, William| United States. Army. Maine Infantry Regiment, 2nd (1861-1863)| United States. Army -- Military life| California -- Gold discoveries| United States -- History -- Civil War, 1861-1865 -- Campaigns	California| United States		Text	goodrichisaacepapers-000857299	000857299	19657403	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
John Z. Goodrich papers	Goodrich, John Z. (John Zacheus), 1804-1885	1863	1863/1863	eng	1 item	A copy of a letter, 1863, from Hinton Rowan Helper (1829-1909), U.S. consul in Buenos Aires, to Goodrich, former U.S. representative from Massachusetts and then collector of customs, Boston, concerning exchange rates of Argentine currency.		Goodrich, John Z. (John Zacheus), 1804-1885			Text	goodrichjohnzpapers-002566253	002566253	41161139	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
William Allen Gordon papers	Gordon, William Allen	1830-1847	1830/1847	eng	3 items	The first item is Scrip No. 1462, issued by the Galveston Bay and Texas Company for 4428 acres of land to Charles De Forest in New York, Oct. 16, 1830. The document carries a map showing the location of the land, which extended from the Gulf of Mexico north to about 32.5 degrees, and westward from Louisiana to the Navasota and San Jacinto Rivers. The other two items are letters to Dr. William Allen Gordon. The first was written by Capt. George Hampton Crosman on Apr. 23, 1846, at a camp near Matamoros, Mexico. He tells of the murders of Colonel Cross of his regiment, and Lt. Porter of the 4th U.S. Infantry, both of whom are believed to have been killed by Mexican bandits. He also tells of the frequent raids by Mexicans against the U.S. troops and their supplies, and complains of the apathy at headquarters about their operations and situation on the frontier, where he says they are "fairly at war." The second letter (Feb. 23, 1847) is from Capt. Abner Riviere Hetzel in Brazos Santiago, Tex. In it, he discusses preparations for Winfield Scott's Vera Cruz Expedition. He also mention the sending of the ALABAMA to Tampico, and thirty vessels leaving shortly to reinforce the batteries of General Taylor.		Brigands and robbers -- Mexico -- History -- 19th century| Outlaws -- Mexico -- History -- 19th century| Crosman, George Hampton| Cross, Trueman, -1846| De Forest, Charles| Gordon, William Allen| Hetzel, A. R. (Abner Riviere), 1805-1847| Scott, Winfield, 1786-1866| Taylor, Zachary, 1784-1850| Alabama (Ship)| Galveston Bay and Texas Land Company			Text	gordonwilliamallenpapers-002586387	002586387	41571317	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]
William B. Gordon letters	Gordon, William B.	1848-1875	1848/1875	eng	43 items	Primarily the letters of Hugh B. Martin, of Memphis, Tenn., to his cousin William B. Gordon, in Columbia, Tenn., describing his love affairs in detail; his progress while studying law; his experience with conditions practicing law in Richmond, Louisiana; his repentence and conversion to Christianity in 1861; and, briefly, politics and the effects of the Civil War and reconstruction. Other letters are from Gordon's cousin Julia while she was a student at the Young Ladies Model School in Somerville, Tenn.; one to Mary G. LeConte from her mother describing the Federal regime and the behavior of African Americans in Macon, Georgia; and a letter concerning a Whig mass meeting.	Purchase 1983	Man-woman relationships -- United States -- 19th century| African Americans -- Georgia -- Macon| Practice of law -- Louisiana -- Richmond| Reconstruction (U.S. history, 1865-1877)| LeConte, Mary G.| Martin, Hugh B.| Young Ladies Model School (Somerville, Tenn.)| United States -- History -- Civil War, 1861-1865	United States		Text	gordonwilliambletters-002523032	002523032	40329069	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
John C. Gorman papers	Gorman, John C.	1864	1864/1864	eng	3 items	Collection contains a manuscript diary-memoir about his imprisonment, a three-page description of Fort Delaware and its prisoners, and a typescript (63 pp.) of these two items. Experiences in the diary seem to have been written soon after the events occurred. There is an account of the Battle of Spotsylvania, and Gorman tells of his capture, the trip to Old Capitol Prison in Washington, D.C., his incarceration at Fort Delaware Prison, and at a hospital at Beaufort, S.C. on Port Royal Island. He takes particular note of the relations between the whites and African-Americans on the island, as well as disparaging rumors about Northern women schoolteachers. See also the Joseph Anderson Speed papers in this repository.		Spotsylvania Court House, Battle of, Va., 1864| Race relations -- History| Gorman, John C.| Confederate States of America. Army. North Carolina Infantry Regiment, 2nd.| Old Capitol Prison (Washington, D.C.)| Fort Delaware (Del.) -- History -- Civil War, 1861-1865| United States -- History -- Civil War, 1861-1865| United States -- History -- Civil War, 1861-1865 -- Prisoners and prisons| United States -- Race relations -- History| United States -- History -- Civil War, 1861-1865 -- Personal narratives, Confederate	Fort Delaware (Del.)| United States		Text	gormanjohncpapers-002472285	002472285	39330837	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Charles L. Gould papers	Gould, Charles L.	1862-1863	1862/1863	eng	3 items	Correspondence between a Union soldier and his family in Vermont. Included also is a bit of verse, possibly original.		Soldiers -- Correspondence| Gould, Charles L.| United States -- History -- Civil War, 1861-1865| Vermont -- History -- Civil War, 1861-1865	United States| Vermont	Poems	Text	gouldcharleslpapers-002566257	002566257	41161138	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
John H. Gould correspondence	Gould, John H.	1860	1860/1860	eng	3 items	Letters from Harrison Gould of the Richmond Dispatch to his brother, John H. Gould of the Baltimore Sun, discussing the presidential election of 1860 and the position of Republicans in Richmond, Virginia.		Journalists -- Political and social views| Presidents -- United States -- Election -- 1860| Gould, Harrison| Republican Party (Va.)| United States -- Politics and government -- 1857-1861| Virginia -- Politics and government -- 1775-1865	United States| Virginia		Text	gouldjohnh-000894223	000894223	20748448	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
William R. Gould letter	Gould, William R.	1864	1864/1864	eng	1 item	Letter to Mr. Dorman to Gould regarding the financial impact of the Civil War.	Purchase 1981	United States -- History -- Civil War, 1861-1865 -- Economic aspects	United States		Text	gouldwilliamr-002112659	002112659	34742139	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
