title	creator	date_expression	date	language	extent	description	provenance	subject	spatial	format	type	ead_id	aleph_id	aspace_id	finding_aid_url	oclc_num	identifier	local_id	display_format	rights	rights_note
Snoad B. Carraway papers	Carraway, Snoad B.	1857-1864	1857/1864	eng	8 items	Collection contains Carraway's business letters pertaining to the sale of cotton on the N.Y. market; and his will.		Cotton -- New York -- Marketing| Cotton growing -- North Carolina| Lenoir County (N.C.) -- History	Lenoir County (N.C.)		Text	carrawaysnoadbpapers-002399998	002399998	seca-b021f2b5-3778-4cc7-9848-bd8baf7198ef	http://library.duke.edu/rubenstein/findingaids/carrawaysnoadbpapers-002399998/	38386197	RL.30449	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
George A. Carrick letters	Carrick, George A.	1864-1866 and undated.	1864/1866	eng	15 items	Letters from George Carrick to his wife Emily, detailing troop movements, camp life, and soldier's pay. Place names include Ohio, Chattanooga (Tenn.), Fort Pulaski, (Ga.), Kentucky, and Alabama. Also includes a letter from his wife; a letter to Joseph Richards from William Eichelberger, 46th Regiment, Company C of the Pennsylvania Volunteers; two letters from a relative, Alfred Carley, from Camp Nelson (Nicholasville, Ky.); and a letter from the Provost Marshal, [90th District?] in Ohio, [John?] Foster, informing Emily Carrick that her husband is missing in battle. Carrick's regiment appears to be Company G, 64th Regiment, Ohio infantry.	Purchase, 1966	Soldiers -- United States -- Correspondence| Carley, Alfred| Carrick, Emily| Eichelberger, William| Richards, Joseph| United States. Army. Ohio Infantry Regiment, 64th. Company G (1864-1866)| United States. Army -- Military life| Camp Nelson (Ky.)| Fort Pulaski (Ga.)| United States -- History -- Civil War, 1861-1865	Camp Nelson (Ky.)| Fort Pulaski (Ga.)| United States		Text	carrickgeorgealetters-001751753	001751753	seca-e7425ca2-90c2-4ba1-9880-35eb11d9c6ae	http://library.duke.edu/rubenstein/findingaids/carrickgeorgealetters-001751753/	32458424	RL.30459	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
William A. Carrington papers	Carrington, William A.	1863-1864	1863/1864	eng	14 items	Correspondence and papers concerning the transfer of medical officers, complaints and comments on existing arrangements, contracts with physicians, and other matters concerning medicine and surgery. Carrington was possibly attached to the Army of Northern Virginia.		Medicine, Military -- Confederate States of America| Confederate States of America. Army -- Medical care| Richmond (Va.) -- History -- Civil War, 1861-1865| United States -- History -- Civil War, 1861-1865 -- Medical care| Virginia -- History -- Civil War, 1861-1865	Richmond (Va.)| United States| Virginia		Text	carringtonwilliamapapers-000846373	000846373	seca-f5a06f6f-621e-4b97-82a1-0eca7dc70b99	http://library.duke.edu/rubenstein/findingaids/carringtonwilliamapapers-000846373/	19276548	RL.30456	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
William Fontaine Carrington papers	Carrington, William Fontaine, 1822-1883	1809-1867	1809/1867	eng	19 items	Letters containing opinions on secession in Virginia, and an inventory of medicine on board the Confederate States ram Baltic.		Secession| Confederate States of America. Navy -- Sanitary affairs| United States -- History -- Civil War, 1861-1865 -- Medical care| Virginia -- Politics and government -- 1861-1865	United States| Virginia		Text	carringtonwilliamfontainepapers-000890449	000890449	seca-45f1db01-eb53-419a-9ebc-36e18f8da340	http://library.duke.edu/rubenstein/findingaids/carringtonwilliamfontainepapers-000890449/	20649462	RL.30441	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Joannes de Carro letter	Carro, Joannes de, 1770-1857	1805, 1841	1805/1841	eng	1 item	On July 24, 1805, Frederic North, Governor of Ceylon, responded to de Carro's inquiries and noted Jonville, Barnard, and Thomas Christie, physician who introduced vaccination into Ceylon. The manuscript contains a signed, autograph note by Carro dated 1841 in which he stated that Christie was his correspondent about vaccination in Ceylon.					Text	carrojoannesde-003866228	003866228	seca-29325dd7-d9b2-4a77-be63-db34e883e632	http://library.duke.edu/rubenstein/findingaids/carrojoannesde-003866228/		RL.30440	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]
Charles Carroll letters	Carroll, Charles, 1801-1862	1847	1847/1847	eng	2 items	Letters to Colonel Josiah Ware, of Jefferson County, Va. (now W. Va.), discussing livestock.		Plantation owners -- Maryland -- Howard County| Livestock -- Breeding| Agriculture -- Maryland| Ware, Josiah			Text	carrollcharlesletters-000846368	000846368	seca-e6d5356d-6e83-40b6-b6a5-8cc1bd6a97bc	http://library.duke.edu/rubenstein/findingaids/carrollcharlesletters-000846368/	19276468	RL.30448	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]
Thomas Milton Carr letters	Carr, Thomas Milton, active 1860s	1864-1866	1864/1866	eng	15 items	Chiefly letters to Carr from relatives while he was serving in the Confederate States Army, N.C. Infantry, Company B, 2nd Battalion, Junior Reserves in Weldon, N.C. Letters concern mutual acquaintances and the war. One letter (1866) dates after the war when Carr had returned to his home in Martindale, Mecklenburg County, N.C., shortly after his marriage.	Purchase, 1990	Soldiers -- Confederate States of America -- Correspondence| Confederate States of America. Army. North Carolina Junior Reserves, 2nd.| North Carolina -- History -- Civil War, 1861-1865| United States -- History -- Civil War, 1861-1865	North Carolina| United States		Text	carrthomasmiltonletters-001751752	001751752	seca-22e877e5-fa72-4727-b5a0-5fa91fa770ef	http://library.duke.edu/rubenstein/findingaids/carrthomasmiltonletters-001751752/	32458427	RL.30458	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
William Kimbrough Carr papers	Carr, William Kimbrough	1928-1974	1928/1974	eng	16 items	Chiefly consists of Carr's writings about banking. Also includes analyses and reports he made of various state old-age pension plans while he was a staff assistant at the Mid-Continent Oil and Gas Association.	Gift 1977	Banks and banking| Old age pensions			Text	carrwilliamkimbroughpapers-001098942	001098942	seca-97e74f63-587f-4ea6-8534-181beea799a8	http://library.duke.edu/rubenstein/findingaids/carrwilliamkimbroughpapers-001098942/	28086749	RL.30464	[local_id]	image	http://rightsstatements.org/vocab/UND/1.0/	[rights_note]
Alexander Carson papers	Carson, Alexander	1760-1858	1760/1858	eng	5 items	Collection contains a grant for land on the Eno River in 1760 signed by Lord Granville, and land deeds in Orange and Alexander counties.		Land grants -- North Carolina| Land titles| Alexander County (N.C.) -- History| Eno River (N.C.) -- History| Orange County (N.C.) -- History	Alexander County (N.C.)| Eno River (N.C.)| Orange County (N.C.)		Text	carsonalexanderpapers-002399999	002399999	seca-7b60a871-260d-4a3e-8053-6717044a6e4b	http://library.duke.edu/rubenstein/findingaids/carsonalexanderpapers-002399999/	38386007	RL.30437	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Jedediah Carter letters	Carter, Jedediah	1863-1864	1863/1864	eng	10 items	Collection contains personal letters mainly from Carter, stationed at Charles City Court House, Virginia., written to his wife, Susan. One letter, 1864, is from his mother and reports that he is a captive at Fort Norfolk, Virginia.		Soldiers -- Confederate States of America -- Correspondence| United States -- History -- Civil War, 1861-1865 -- Prisoners and prisons| Virginia -- History -- Civil War, 1861-1865	United States| Virginia		Text	carterjedediahletters-002400002	002400002	seca-cceac2f3-e81a-4270-b8a1-ebd83a3945ca	http://library.duke.edu/rubenstein/findingaids/carterjedediahletters-002400002/	38385684	RL.30457	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
