container_1	creator	title	date_expression	date	language	extent	physical_description	description	provenance	subject	spatial	format	ead_id	aspace_id	finding_aid_url	oclc_num	rl_number	dpc_id
folder 1	Bramlette, Thomas Elliott, 1817-1875	Thomas Elliott Bramlette Thanksgiving proclamation	1863 Oct. 17	1863/1863	eng	1 item		Thanksgiving Proclamation of Bramlette, governor of Kentucky, on October 17, 1863.		Governors -- Kentucky; Kentucky -- Politics and government -- 1861-1865	Kentucky		bramlettethomaselliott-002050974	seca-2c62b83c-3f1b-49ed-ad6a-7193aae5d19b	http://library.duke.edu/rubenstein/findingaids/bramlettethomaselliott-002050974/	34122466	RL.30314	dpc_id
folder 1	Brawley, William H., 1841-1916	William H. Brawley Papers	1893	1893/1893	eng	5 items		Collection contains a letter to Brawley from J. Henry Toole, an African-American of Rock Hill, S.C., seeking a position. There are three letters of recommendation. Also included are papers concerning the claim of Charles P. Petit for an increase in pension.		African Americans -- South Carolina -- Correspondence			brawleywilliamh-002408842	seca-f5ea7830-e810-4b99-b4ff-7fbfb15ef96c	http://library.duke.edu/rubenstein/findingaids/brawleywilliamh-002408842/	38519008	RL.30317	dpc_id
folder 1	Braxton, Carter	Carter Braxton papers	1821-1890	1821/1890	eng	43 items		Accounts of a Hanover County (Va.) planter.		Plantations -- Records; Plantations -- Virginia -- Hanover County; Hanover County (Va.) -- History	Hanover County (Va.)		braxtoncarterpapers-000887892	seca-7771e3bd-5428-4dbe-a864-9b65efe8ea91	http://library.duke.edu/rubenstein/findingaids/braxtoncarterpapers-000887892/	20574684	RL.30308	dpc_id
folder 1	Breckinridge, John C. (John Cabell), 1821-1875	John C. Breckinridge papers	1860-1871	1860/1871	eng	7 items		Letters and a telegram from A. Dudley Mann, William P. Johnston, William Emmet Simms, and others, concerning the presidential elections of 1860 and 1864, and military affairs.		Presidents -- United States -- Election -- 1864; Presidents -- United States -- Election -- 1860; Johnston, William Preston; Mann, A. Dudley (Ambrose Dudley), 1801-1889; Simms, William E. (William Elliott), 1822-1898; Confederate States of America -- Officials and employees	Confederate States of America		breckinridgejohncpapers-000846350	seca-22ecf05f-cf37-4bed-ae7c-712d0f196e9e	http://library.duke.edu/rubenstein/findingaids/breckinridgejohncpapers-000846350/	19276323	RL.30310	dpc_id
folder 1	Brent, George William	George William Brent papers	1862-1881	1862/1881	eng	138 items		Official correspondence, reports, military dispatches, and orders. Papers concerning the affairs of the Georgia Railroad indicate improper use of government transportation by private individuals; other topics include the disorganization in Mississippi during the last months of the war, detailed accounts of subsistence stores, railroad equipment, troop movements, ordnance depots, and supplies, after Sherman's March. Includes an official report of the medical director, Division of the West. A letter from Leonidas Polk explains why he disobeyed orders at Chickamauga, and one from Simon B. Buckner discusses the organization of the Dept. of East Tennessee. Other correspondents include John F. Branch, Howell Cobb, B.D. Fry, Duff C. Green, E.H. Harris, and J.R. Waddy.	Acquired 1941-1957	Railroads -- Confederate States of America; Branch, John F.; Buckner, Simon Bolivar, 1823-1914; Cobb, Howell, 1815-1868; Fry, Birkett Davenport, 1822-1891; Green, Duff C.; Harris, E. H.; Polk, Leonidas, 1806-1864; Waddy, J. R.; Confederate States of America. Army -- Supplies and stores; Confederate States of America. Army -- Medical care; Confederate States of America. Army. Department of East Tennessee; Georgia Railroad			brentgeorgewilliampapers-000847111	seca-b0457a12-b92a-43ac-811d-5098a1ea5707	http://library.duke.edu/rubenstein/findingaids/brentgeorgewilliampapers-000847111/	19308712	RL.30312	dpc_id
folder 1	Brent, Richard	Richard Brent papers	1769-1802	1769/1802	eng	3 items		Collection contains legal documents including a statement concerning a roadway survey, 1775; and a letter requesting proof of citizenship for a man impressed on a British warship, 1802.		Impressment; Roads -- Surveying		Legal documents	brentrichardpapers-002408843	seca-de2ef1fb-a182-4321-9a21-a48b3a480b97	http://library.duke.edu/rubenstein/findingaids/brentrichardpapers-002408843/	38518937	RL.30303	dpc_id
folder 1	Brickell, Joseph	Joseph Brickell papers	1810-1829	1810/1829	eng	5 items		Collection contains an inventory and sales accounts of a merchant.		Business records -- North Carolina -- Craven County; Craven County (N.C.) -- History	Craven County (N.C.)		brickelljosephpapers-002408844	seca-2c05d0e5-6a0c-489b-94c0-22f7bb6c744b	http://library.duke.edu/rubenstein/findingaids/brickelljosephpapers-002408844/	38518943	RL.30307	dpc_id
folder 1	Bridgman, H. M.	H. M. Bridgman letter to "dear Aunt Brest,"	1862, Aug. 14	1862/1862	eng	6 pages.		Describes mission activities, living conditions, and the indigenous people at the Jfumi Mission Station, Natal, South Africa. Other mission stations are referred to as well. Includes some comments regarding the Civil War and personal news.	Purchase 1985	Missionaries -- South Africa; Missions -- South Africa; United States -- History -- Civil War, 1861-1865 -- Public opinion	United States		bridgmanhm-000741862	seca-05f06e98-dee6-4e03-9528-971c859b8576	http://library.duke.edu/rubenstein/findingaids/bridgmanhm-000741862/	15477003	RL.30313	dpc_id
folder 1	Briggs, Clay Stone, 1876-1933	Clay Stone Briggs papers	1919	1919/1919	eng	32 items		Papers concerning Briggs' first year in office. Material pertains to problems following World War I, the national banking system, the national budget, and Democratic politics in 1918. Correspondents include J.S. Williams, R.S. Brookings, Homer Cummings, Julius Barnes, Tom Connally, H.J. Drane, and S.O. Bland.		Legislators -- United States -- Correspondence; World War, 1914-1918 -- Economic aspects; Banks and banking, Central -- Law and legislation -- United States; Barnes, Julius H. (Julius Howland), 1873-1959; Bland, Schuyler Otis; Brookings, Robert S. (Robert Somers), 1850-1932; Connally, Tom, 1877-1963; Cummings, Homer S. (Homer Stillé), 1870-1956; Drane, Herbert Jackson; Williams, John Skelton, 1865-1926; Democratic Party (U.S.); Texas -- Politics and government -- 1865-1950; United States -- Economic conditions -- 1918-1945; United States -- Politics and government -- 1919-1933	Texas; United States		briggsclaystonepapers-000846372	seca-c4360f44-72f7-49b3-b3fd-a5230a539d12	http://library.duke.edu/rubenstein/findingaids/briggsclaystonepapers-000846372/	19276547	RL.30319	dpc_id
folder 1	Bright, James Wilson, 1852-1926	James Wilson Bright correspondence	1894-1920	1894/1920	eng	42 items		Letters from friends and collegues concerning literary and other professional matters. Among the correspondents are Joseph Carhart, Alexander Green, R.H. Hudnal, C.N. Lagley, Lord Northbrook, John Phelps, Charles H. Ross, W.H. Schofield, Edward S. Sheldon, Reed Smith, and Robert Stein.		English literature -- Study and teaching; Philologists -- United States; Carhart, Joseph; Green, Alexander; Hudnal, Richard Henry, b. 1870; Lagley, C. N.; Northbrook, Thomas George Baring, Earl of, 1826-1904; Phelps, John; Ross, Charles H. (Charles Henry), 1842?-1897; Schofield, William Henry, 1870-1920; Sheldon, E. S. (Edward Stevens), 1851-1925; Smith, Reed; Stein, Robert			brightjameswilson-000887896	seca-bc31a7fd-ffd9-468a-80e9-f53a9e9c82eb	http://library.duke.edu/rubenstein/findingaids/brightjameswilson-000887896/	20574718	RL.30318	dpc_id
