title	creator	date_expression	date	language	extent	description	provenance	subject	spatial	format	type	collection_slug	aleph_id	oclc_num	local_id	display_format	rights	rights_note
James Shoolbred Gibbes correspondence	Gibbes, James Shoolbred, 1819-1888	1855-1860	1855/1860	eng	4 items	Personal and business letters of a Charleston, S.C., merchant concerning the state of the cotton market in Charleston and Savannah, Ga., and visits to New York.		Cotton trade -- Georgia -- Savannah| Cotton trade -- South Carolina -- Charleston| Merchants -- South Carolina -- Charleston| Charleston (S.C.) -- Commerce| Savannah (Ga.) -- Commerce	Charleston (S.C.)| Savannah (Ga.)		Text	gibbesjamesshoolbred-000895203	000895203	20769833	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Lardner Gibbon diary	Gibbon, Lardner.	1843-1848	1843/1847	eng	1 item	Diary, chiefly from period (Feb. 1844 to Nov. 1845) when Gibbon was off the coast of South America aboard the U.S. naval ship of war Boston while the navy was protecting U.S. interests during the conflict between Uruguay and Argentina. Also daily accounts given during part of the siege at Vera Cruz, Mexico, March 9-14, 1847.	Purchase 1986	Boston (Ship)| United States. Navy.| Argentina -- Foreign relations -- Uruguay| Uruguay -- Foreign relations -- Argentina| Uruguay -- History -- Great War, 1843-1852| Veracruz (Veracruz, Mexico) -- History -- Siege, 1847	Argentina| Uruguay| Veracruz (Veracruz, Mexico)		Text	gibbonlardner-000805563	000805563	17980226	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]
William Kelly Gibbs papers	Gibbs, William Kelly	1867-1871	1867/1871	eng	18 items	Lecture notes of a student at Trinity College (Randolph County, N.C.), including samples of his poetry and prose.		College prose| College students -- North Carolina| College verse| Universities and colleges -- North Carolina -- Randolph County| Trinity College (Randolph County, N.C.) -- Students			Text	gibbswilliamkellypapers-000895204	000895204	20769847	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Hamilton L. Gibson correspondence	Gibson, Hamilton L.	1846-1865	1846/1865	eng	19 items	Business correspondence of a wagonmaker of Newton, Va., giving information on that industry, with technical terms, specifications, and prices.		Carriage and wagon making -- Virginia -- Newton| Carriages and carts -- Specifications| Industries -- Virginia| Newton (Va.) -- History	Newton (Va.)		Text	gibsonhamiltonl-000895206	000895206	20769863	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
James W. Gibson letters	Gibson, James W.	1860-1862	1860/1862	eng	9 items	Collection consists of miscellaneous Civil War letters of Gibson and others.		Gibson, James W.| Newton (N.C.) -- History -- Civil War, 1861-1865| United States -- History -- Civil War, 1861-1865	Newton (N.C.)| United States		Text	gibsonjameswletters-002474139	002474139	39352918	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Randall Lee Gibson papers	Gibson, Randall Lee, 1832-1892	1883-1887	1883/1887	eng	4 items	Routine personal and social correspondence.		Gibson, Randall Lee, 1832-1892			Text	gibsonrandallleepapers-002566158	002566158	41158012	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Mrs. H. L. Gilbert letter	Gilbert, H. L., Mrs.,	1864 Dec. 8.	1864/1864	eng	1 item	Letter, Dec. 8, 1864, of H.L. Gilbert, a northern woman recounting the conditions of her ocean voyage to New Orleans, impressions of the Louisiana countryside and the life and customs of the people, and the life of northerners and southerners in Louisiana. Mrs. Gilbert taught Sunday School classes in New Orleans.	Purchase 1986	Ocean travel| Sunday schools -- Louisiana -- New Orleans| Public opinion -- Southern States| Louisiana -- Description and travel| Louisiana -- Social life and customs	Louisiana		Text	gilberthl-000748238	000748238	15681521	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
John Borthwick Gilchrist papers	Gilchrist, John Borthwick, 1759-1841	1825-1834	1825/1834	eng	6 items	Letters by Gilchrist chiefly regarding Gilchrist family origins and history, including his father's disappearance and rumored second marriage in America. Collection includes two poems by James Lunn Gilchrist.	Purchase 1979	Gilchrist family			Text	gilchristjohnborthwickpapers-001024983	001024983	24560934	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]
John M. Gilchrist letters	Gilchrist, John M.	1840	1840/1840	eng	5 items	Letters to Gilchrist from W. H. Wigg and John C. Singleton describing their respective plantations which they were offerint to Gilchrist for sale. Wiggs' plantation was located on the Okatee River in Saint Luke's Parish, Beaufort District and Singleton's was located on the Congaree River, thirteen miles below Columbia.		Plantations -- South Carolina| Real property -- South Carolina| Singleton, John C.| Wigg, W. H.| Congaree River (S.C.)| Okatee River (S.C.)| South Carolina -- Description and travel	Congaree River (S.C.)| Okatee River (S.C.)| South Carolina		Text	gilchristjohnmletters-000895208	000895208	20769884	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]
Jacob Giles papers	Giles, Jacob.	1889-1890	1889/1890	eng	11 items	Business papers of Jacob Giles of Richmond Furnace, Pa., including correspondence with E. F. Cabada & Co. regarding purchase of hoops and one item concerning transfer of land.		Giles, Jacob| Franklin County (Pa.) -- History -- 19th century	Franklin County (Pa.)		Text	gilesjacobpapers-002566161	002566161	41158022	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
William Branch Giles letters and papers	Giles, William Branch, 1762-1830	1826-1830	1826/1830	eng	5 items	Miscellaneous letters and papers, including three documents signed by Giles as governor of Virginia.		Governors -- Virginia| Giles, William Branch, 1762-1830			Text	gileswilliambranchletterspapers-002546334	002546334	40768437	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]
Gillett family papers	Gillett family	1843-1873	1843/1873	eng	6 items	Family letters of a personal nature including one concerning immigration from P. W. Gillette, a real estate dealer and broker.		Canaan (Conn.) -- History -- 19th century	Canaan (Conn.)		Text	gillettfamilypapers-003870350	003870350	1090416564	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Gill family letters	Gill family	1851-1875	1851/1875	eng	30 items	Letters from members of the Gill family dealing for the most part with personal affairs and family business. Contains accounts of the experiences of a girl at High Point Female Seminary, N.C., in 1860, including a description of the burning of books written by Hinton Rowan Helper on the seminary grounds; letters from a soldier in the 33rd North Carolina Regiment during the Civil War; and letters from a soldier in the 42nd North Carolina Regiment, 1862-1864.		Book burning -- North Carolina| Soldiers -- Confederate States of America -- Correspondence| Women -- Education -- North Carolina| Helper, Hinton Rowan, 1829-1909| Gill family| Confederate States of America. Army. North Carolina Infantry Regiment, 33rd.| Confederate States of America. Army. North Carolina Infantry Regiment, 42nd.| High Point Female Seminary (High Point, N.C.) -- History			Text	gillfamilyletters-000895210	000895210	20769913	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Daniel C. Gilman papers	Gilman, Daniel C. (Daniel Coit), 1831-1908	1887-1907	1887/1907	eng	4 items	Letters referring to literary and personal matters.		College presidents -- Correspondence| College presidents -- United States| Johns Hopkins University -- Presidents| University of California, Berkeley -- Presidents			Text	gilmandanielcpapers-000857069	000857069	19647021	[local_id]	image		[rights_note]
John Taylor Gilman papers	Gilman, John Taylor, 1753-1828	1808	1808/1808	eng	1 item	Letter commenting on the 1805 gubenatorial election and on social life in Exeter, New Hampshire, and Portland, Maine.		Governors -- New Hampshire| Gilman, John Taylor, 1753-1828			Text	gilmanjohntaylorpapers-002546337	002546337	40768435	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]
Nathaniel Gilman papers	Gilman, Nathaniel, 1759-1847	1830-1895	1830/1895	eng	8 items	Personal letters to and from Nathaniel Gilman and members of his family. Includes mention of studies at Harvard University, 1853, and the Massachusetts state constitutional convention, 1853.		Constitutional conventions -- Massachusetts| Gilman family| Harvard University -- Students| Massachusetts			Text	gilmannathanielpapers-000857070	000857070	19647028	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Samuel Gilman papers	Gilman, Samuel, 1791-1858	1850-1854	1850/1854	eng	4 items	Three personal letters of Samuel Gilman and a holograph manuscript of a poem by Caroline (Howard) Gilman, entitled, "To Miss S. Waring, On her seeing me paint the hearth in my Husband's study.		Gilman, Caroline Howard, 1794-1888| Gilman, Samuel, 1791-1858			Text	gilmansamuelpapers-002546338	002546338	40768443	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
William C. Gilman papers	Gilman, William C. (William Charles), 1833-1922	1909	1909/1909	eng	1 item	Letter from Gilman to his cousin, Arthur Gilman, concerning William Gilman's book, A memoir of Daniel Wadsworth Coit of Norwich, Connecticut.		Gilman, William C. (William Charles), 1833-1922			Text	gilmanwilliamcpapers-002546339	002546339	40768449	[local_id]	image		[rights_note]
George N. Gilmer papers	Gilmer, George N.	1879-1883	1879/1883	eng	1 item	Collection consists of Gilmer's observations on the African-American, some of which were directed to the "North Carolina Christian Advocate."		African Americans -- Attitudes -- 19th century| African Americans -- History -- 19th century			Text	gilmergeorgenpapers-002434429	002434429	38929456	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
