title	creator	date_expression	date	language	extent	description	provenance	subject	spatial	format	type	collection_slug	aleph_id	oclc_num	local_id	display_format	rights	rights_note
Adolph Enenkl papers	Enenkl, Adolph.	1885	1885/1885	ger	4 items	Includes a journal of artillery school exercises.		Artillery -- Handbooks, manuals, etc| Austria. Landwehr| Austria -- Armed Forces	Austria		Text	enenkladolphpapers-000893859	000893859	20737403	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Samuel Engle papers	Engle, Samuel	1823-1833	1823/1833	eng	7 items	Receipts and accounts signed or made out to Samuel Engle, landowner and planter.		Commerce -- 19th century| Engle, Samuel| Jefferson County, Va			Text	englesamuelpapers-002563181	002563181	41084114	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]
Englishwoman's travel diary and poem		1863-1868 and n.d.	1863/1868	eng	2 items	The author, who was related to the Carslake family, traveled in Devon, Cornwall, and Wast Sussex as a companion to her invalid uncle. Journal entries provide reports on the uncle's condition; accounts of letters and visits from family and friends; and descriptions of flora, landscapes, and architecture she saw on her frequent walks. Occasionally the author expressed her extreme dissatisfaction with the constraints of her daily routine. Some entries include descriptions of folk customs witnessed during her travels. No journal entries occur between May 13, 1863 and June 24, 1867. The other item in the collection is an undated manuscript poem entitled, "Bruce's Epitath."	Purchase 1991	Women -- England -- Diaries| Carslake family| Cornwall (England : County) -- Description and travel| Devon (England) -- Description and travel| East Sussex (England) -- Description and travel| England -- Social life and customs -- 19th century	Cornwall (England : County)| Devon (England)| East Sussex (England)| England		Text	englishwomanstraveldiaryandpoem-001024975	001024975	24560901	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Episcopal Church Diocese of Tennessee records	Episcopal Church. Diocese of Tennessee,	1868-1923	1868/1923	eng	16 items	Miscellaneous personal and official letters pertaining to the Protestant Episcopal Church in Tennessee and to the University of the South, at Sewanee, Tenn. Correspondents include T.D. Bratton, Braxton Bragg, Thomas Frank Gailor, William Alexander Guerry, Chester Harding, Henry Cabot Lodge, Charles Todd Quintard, Frederick Focke Reese, and Allen Tower Treadway.		Universities and colleges -- Tennessee| Bragg, Braxton, 1817-1876| Bratton, Theodore DuBose, Bp., 1862-1944| Gailor, Thomas Frank, 1856-1935| Guerry, William Alexander, 1861-1928| Harding, Chester, 1792-1866| Lodge, Henry Cabot, 1850-1924| Quintard, C. T. (Charles Todd), 1824-1898| Reese, Frederick Focke| Treadway, Allen Towner, b. 1867| Episcopal Church -- Tennessee| University of the South			Text	episcopalchurchdioceseoftennessee-000872400	000872400	20071703	[local_id]	image	http://rightsstatements.org/vocab/UND/1.0/	[rights_note]
John Wayles Eppes papers	Eppes, John Wayles, 1773-1823	1807-1819	1807/1819	eng	15 items	Personal letters chiefly to Francis Eppes, John's son by his first wife, Maria Jefferson Eppes, while Francis was in preparatory school near Lynchburg, Va., and at the University of Virginia in Charlottesville. Also, two letters to Alexander James Dallas, secretary of the treasury, expressing concern over Dallas's statement that "national credit no longer existed" and the effect on national confidence; and a deed, 1817, from John Wayles Eppes to Thomas Jefferson Randolph. Also includes the notebook of Miss J.C.R. Eppes, Orlando, Florida, containing family notes.		Education -- Virginia| Fathers and sons| Dallas, Alexander James, 1759-1817| Eppes, Francis| Randolph, Thomas Jefferson, 1792-1875| University of Virginia -- Students| Buckingham County -- Virginia| United States -- Economic conditions -- To 1865| United States -- Politics and government -- 1809-1817	Buckingham County| United States		Text	eppesjohnwaylespapers-000849875	000849875	19406188	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]
G.H. Ernst papers	Ernst, G. H., 1861	1861 June 23	1861/1861	eng	1 item	Letter (1861 June 23) from Ernst to relatives in Hancock Co. (now Winston County), Ala., while serving with the Confederate Army at Brownsborough, Madison Co., Ala.	Purchase 1985	Alabama -- History -- Civil War, 1861-1865| Madison County (Ala.)| Winston County (Ala.)	Alabama| Madison County (Ala.)| Winston County (Ala.)		Text	ernstghpapers-000748235	000748235	15681442	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
James R. Ervin, Sr. papers	Ervin, James R., Sr.,	1850-1864	1850/1864	eng	3 items	Includes two letters from Ervin's son while a student at the Virginia Military Institute, 1850-1851, and one while a prisoner of war at Johnson's Island, Sandusky, Ohio, 1864.		Soldiers -- Confederate States of America -- Correspondence| Johnson Island Prison| Virginia Military Institute -- Students| United States -- History -- Civil War, 1861-1865 -- Prisoners and prisons	United States		Text	ervinjamesrpapers-000894291	000894291	20748816	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Mary Sue Etheridge papers	Etheridge, Mary Sue	1889-1900	1889/1900	eng	37 items	Family correspondence of the Etheridge family, mainly personal but with occasional references to local politics, social life and customs, and religious life in Sunbury and Oxford, N.C.		Etheridge, Mary Sue| Etheridge family| Etheridge family| Granville County (N.C.) -- Religious life and customs| Granville County (N.C.) -- Social life and customs| North Carolina -- Politics and government -- 1865-1950| Oxford (N.C.) -- History	Granville County (N.C.)| North Carolina| Oxford (N.C.)		Text	etheridgemarysuepapers-002586380	002586380	41571226	[local_id]	image	http://rightsstatements.org/vocab/UND/1.0/	[rights_note]
James B. Eustis papers	Eustis, James B. (James Biddle), 1834-1899	1865-1886	1865/1886	eng	8 items	Chiefly dispatches from James B. Eustis while he was serving as assistant adjutant general on General Joseph E. Johnston's staff, concerning difficulties in obtaining supplies and transportation in the Confederate Army during the last months of the war, including the feasibility of transferring rails from one railroad line to another.		Railroads -- Confederate States of America| Johnston, Joseph E. (Joseph Eggleston), 1807-1891| Confederate States of America. Army -- Supplies and stores			Text	eustisjamesbpapers-000849876	000849876	19406204	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Clement A. Evans papers	Evans, Clement A. (Clement Anselm), 1833-1911	1880-1911	1880/1911	eng	3 items	Letters of Evans, former Confederate general and commander-in-chief of the United Confederate Veterans concerning business and a United Confederate Veterans reunion.		Business| Reunions -- Confederate| Evans, Clement A. (Clement Anselm), 1833-1911| United Confederate Veterans| Atlanta (Ga.)	Atlanta (Ga.)		Text	evansclementapapers-002564993	002564993	41109680	[local_id]	image	http://rightsstatements.org/vocab/UND/1.0/	[rights_note]
