title	creator	date_expression	date	language	extent	description	provenance	subject	spatial	format	type	collection_slug	aleph_id	oclc_num	local_id	display_format	rights	rights_note
William Few papers	Few, William, 1748-1828	1779-1809	1779/1809	eng	17 items	Collection includes letters concerning the Creek Indians in Georgia, the location of the national capital, and routine business letters; letter from Benjamin Few concerning militia activities during the Revolutionary War and the Creek Indians; and miscellaneous papers, including a summons, an indenture, and a bill of sale for seventy slaves belonging to Ignatius Few.		Cotton trade -- United States -- 16th century| Creek Indians| Indians of North America -- Georgia| Slave bills of sale -- Georgia| Few, Benjamin| Few, Ignatius| Few, William, 1748-1828| Georgia. Militia| Georgia -- History -- Revolution, 1775-1783| Washington (D.C.) -- History	Georgia| Washington (D.C.)		Text	fewwilliampapers-000895183	000895183	20769647	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]
John Ficklen papers	Ficklen, John	1844-1849	1844/1849	eng	12 items	Personal letters of John Ficklen to his future wife, Sally A. Slaughter, including a description of a journey from Fredericksburg, Virginia, to Halifax.		Ficklen, John| Slaughter, Sally A.| Fredericksburg (Va.)| United States -- Description and travel -- 17th century	Fredericksburg (Va.)| United States		Text	ficklenjohnpapers-002564999	002564999	41109539	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]
William H. Fielding papers	Fielding, William H.	1860-1865	1860/1865	eng	10 items	Papers include letters referring to the war in South Carolina and Virginia, the testing of an African American's loyalty to the South, a measles epidemic, and conditions at Summerville and Sullivan's Island, S.C.; and a list of men serving in "Beat Company, No. 2, 42nd Regiment, First Battalion."		Soldiers -- Confederate States of America -- Correspondence| Measles| Confederate States of America. Army -- Sanitary affairs| South Carolina -- History -- Civil War, 1861-1865| Sullivans Island (S.C.) -- History -- Civil War, 1861-1865| Summerville (S.C.) -- History -- Civil War, 1861-1865| United States -- History -- Civil War, 1861-1865 -- Participation, African American| United States -- History -- Civil War, 1861-1865 -- Registers| Virginia -- History -- Civil War, 1861-1865	South Carolina| Sullivans Island (S.C.)| Summerville (S.C.)| United States| Virginia		Text	fieldingwilliamhpapers-000895186	000895186	20769670	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Obadiah Fields papers	Fields, Obadiah	1784-1855	1784/1855	eng	19 items	Letters and papers of a slave trader with data on slave prices and the territory of Obadiah Field's trade.		Slave trade -- Virginia| Slave trade -- South Carolina| Slave trade -- North Carolina| Slaves -- Prices -- North Carolina| Rockingham County (N.C.) -- History	Rockingham County (N.C.)		Text	fieldsobadiahpapers-000895188	000895188	20769683	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
John Fifer papers	Fifer, John	1862-1865	1862/1865	eng	27 items	Personal letters from Fifer to his wife, containing references to troop movements principally in Tennessee.		Soldiers -- United States -- Correspondence| United States. Army. Indiana Infantry Regiment, 84th (1862-1865)| Muncie (Delaware Co.), Ind| Tennessee -- History -- Civil War, 1861-1865	Muncie (Delaware Co.), Ind| Tennessee		Text	fiferjohnpapers-000895189	000895189	20769707	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Millard Filmore papers	Fillmore, Millard, 1800-1874	1848-1851	1848/1851	eng	4 items	Papers of Millard Fillmore (1800-1874), including a land grant, a pardon, a letter from Horace Webster (1794-1871) concerning the financial affairs of Geneva College, Geneva, New York, and a letter to the Rev. Dr. John Chase Lord (1805-1877) pertaining to Lord's sermon, Higher Law and the Fugitive Slave Bill (1851).		Slavery -- United States -- Controversial literature| Presidents -- United States| Slavery -- United States -- Sermons| Fillmore, Millard, 1800-1874| Lord, John C. (John Chase), 1805-1877| Webster, Horace, 1794-1871| Geneva Academy (N.Y.)| United States			Text	fillmoremillardpapers-002565000	002565000	41109542	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
James J. Findley papers	Findley, James J.	1864-1865	1864/1865	eng	9 items	Principally orders and sub-vouchers of Colonel James J. Findley, in command of the 1st Regiment, Georgia State Cavalry, C.S.A.		Confederate States of America. Army. Georgia Cavalry Regiment, 1st.| Confederate States of America. Army -- Officers| Georgia -- History -- Civil War, 1861-1865| Milledgeville (Ga.)	Georgia| Milledgeville (Ga.)		Text	findleyjamesjpapers-000895195	000895195	20769746	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
William A. J. Finney papers	Finney, William A. J.	1849-1876	1849/1876	eng	86 items	This collection contains business, Civil War, and political correspondence, giving a detailed picture of methods of conducting and financing the slave trade, with accounts of purchases in Virginia, Louisiana, and Mobile and Montgomery, Alabama. Included are notices regarding the slave market in Richmond. Civil War letters show that many members of the Finney family were in the Confederate Army. There are references to Finney's attempts to raise a company, his hiring of a substitute, the battle of Big Bethel, the maintenance of the Danville Railroad, and appeals for food. Letters of the 1870s pertain to Finney's political activities in Virginia.		Big Bethel, Battle of, Va., 1861| Slave trade -- Virginia -- Richmond -- History -- 19th century| Railroads -- Confederate States of America| Slave trade -- United States| Finney, William A. J.| Thomas, Philip| Finney family| Confederate States of America. Army -- Recruiting and enlistment| Danville Railroad| Confederate States of America -- Economic conditions| Museville (Pittsylvania Co.), Va| Virginia -- Politics and government -- 1865-1950	Confederate States of America| Museville (Pittsylvania Co.), Va| Virginia		Text	finneywilliamajpapers-000857073	000857073	19647042	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Amory Fisher papers	Fisher, Amory	1822-1855	1822/1855	eng	19 items	Amory Fisher made cotton gins and spinning machines in Tuscaloosa, Al. The collection includes correspondence to his brother, Leonard Fisher, in Bangor, Me. The letters describe living conditions in Alabama, and also a family trip to Tennessee by wagon.		Industries -- 19th century| Travel -- 19th century| Bangor (Me.)| Tuscaloosa (Ala.)| Tuscaloosa (Ala.) -- Manners and customs -- 19th century	Bangor (Me.)| Tuscaloosa (Ala.)		Text	fisheramorypapers-003870010	003870010	1085361478	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Lindley Fisher papers	Fisher, Lindley	1848-1849	1848/1849	eng	4 items	Business papers, one concerning Francis Bach and Co.		Fisher, Lindley| Philadelphia (Pa.)| United States -- 19th century -- Commerce	Philadelphia (Pa.)| United States		Text	fisherlindleypapers-002565002	002565002	41109540	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]
