title	creator	date_expression	date	language	extent	description	provenance	subject	spatial	format	type	collection_slug	aleph_id	oclc_num	local_id	display_format	rights	rights_note
William Benjamin Gracie papers	Gracie, William Benjamin.	1916	1916/1916	eng	1 item	Four-page letter of March 14, 1916, written at Camp Eagle Pass, Texas. He discusses the weather and living conditions of the area, making brief comparisons to tours of duty in the Philippines and Boston. Fears of attacks by Francisco "Pancho" Villa and the doubtful loyalty of the Mexicans living in the area, as well as the possibility of U.S. forces having gone across the Mexican border, are mentioned. The letter was dated the day before Pershing went into Mexico in search of Pancho Villa.		Gracie, William Benjamin| Pershing, John J. (John Joseph), 1860-1948| Villa, Pancho, 1878-1923| United States. Army -- Military life| Mexico -- History -- 1910-1946	Mexico		Text	graciewilliambenjaminpapers-002586389	002586389	41571240	[local_id]	image		[rights_note]
W. Edwin Grady papers	Grady, W. Edwin	1889-1916	1889/1916	eng	20 items	Business papers of a realtor and insurance salesman.		Grady, W. Edwin			Text	gradywedwinpapers-002566163	002566163	41158568	[local_id]	image		[rights_note]
Emma Graham Papers	Graham, Emma.	1859-1891	1859/1891	eng	15 items	Primarily personal letters written to Graham by her cousins, one of whom is a Presbyterian minister.		Graham, Emma			Text	grahamemma-002566164	002566164	41158563	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
James Graham papers	Graham, James	1831-1850	1831/1850	eng	13 items	Correspondence between Graham, of Salisbury (Rowan Co.), N.C., and a brother-in-law, Joseph W. Rogers of Cabarrus County, largely concerning their family; mention is made of the execution of a slave for murder. A letter from John W.B. Houston, nephew of Graham, from Fort Washataw, Ark., 1847, concerns the Mexican War and the economic opportunities in Arkansas; one from Marshall, Tex., 1850, relates to slave trading and praises the Chickasaw Indians with whom he is doing business.		Executions and executioners| Chickasaw Indians -- Texas| Indians of North America -- Texas| Slave trade -- Texas| Slaves -- Legal status, laws, etc -- North Carolina| Mexican War, 1846-1848 -- Economic aspects| Houston, John W. B.| Rogers, Joseph W.			Text	grahamjamespapers-000894230	000894230	20748464	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]
John Graham papers	Graham, John, approximately 1718-1795	1773-1776	1773/1776	eng	2 items	List of accounts of John Graham with John Sommerville in Savannah, 1773, and a letter concerning the sale of horses, 1776. Graham later served as lieutenant governor of Georgia, 1779-1782.		Graham, John, approximately 1718-1795| Savannah (Ga.) -- History -- 18th century	Savannah (Ga.)		Text	grahamjohnpapers-002566165	002566165	41158548	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]
William Graham diary	Graham, William	1864	1864/1864	eng	1 item	Typescript copy of the diary kept by a sergeant in the 53rd Illinois Volunteer Infantry during the Atlanta campaign and after.		Atlanta Campaign, 1864| Soldiers -- United States -- Diaries| United States. Army. Illinois Infantry Regiment, 53rd (1861-1865)| Georgia -- History -- Civil War, 1861-1865| United States -- History -- Civil War, 1861-1865 -- Campaigns| United States -- History -- Civil War, 1861-1865 -- Personal narratives	Georgia| United States		Text	grahamwilliam-000894235	000894235	20748474	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Ulysses S. Grant papers	Grant, Ulysses S. (Ulysses Simpson), 1822-1885	1868-1874	1868/1874	eng	12 items	Letters of recommendation for office seekers during Grant's presidency of the U.S.; a letter from Peter Dox, U.S. representative from Alabama, concerning a proposed Atlantic-Mississippi canal, 1872; reminiscences of a sergeant in the 5th U.S. Cavalry about serving as a member of the bodyguard for Grant and Lincoln during their meeting at Petersburg, April 3, 1865; letters concerning minor legislation; and miscellaneous materials.		Appomattox Campaign, 1865| Canals -- Southern States| Patronage, Political -- United States| Presidents -- United States -- Correspondence| Dox, Peter Myndert, 1813-1891| Petersburg (Va.) -- History -- Siege, 1865| United States -- History -- Civil War, 1861-1865 -- Personal narratives	Petersburg (Va.)| United States		Text	grantulyssesspapers-000857305	000857305	19657412	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
William G. Grant papers	Grant, William G.	1847, 1851	1847/1851	eng	2 items	Routine business letters.		Grant, William G.			Text	grantwilliamgpapers-002566169	002566169	41158561	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Charles Gratiot papers	Gratiot, Charles, 1786-1855	1817-1861	1817/1861	eng	18 items	Letters to engineers at Fortress Monroe and Old Point Comfort, Va. relative to the construction of lighters, the supplying of construction materials for fortifications, and other matters.		Engineers -- 19th century| De Russy, René Edward, 1790-1865| De Russy, René Edward, 1790-1865| Gratiot, Charles, 1786-1855| Talcott, Andrew, 1797-1883| Talcott, Andrew, 1797-1883| Fort Monroe (Va.)| Old Point Comfort (Hampton, Va.)	Fort Monroe (Va.)| Old Point Comfort (Hampton, Va.)		Text	gratiotcharlespapers-002566171	002566171	41158555	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
John J. Gravatt papers	Gravatt, John J.	1864	1864/1864	eng	1 item	A report, November 16, 1864, by Assistant Surgeon S. P. Christian on a trip to North Carolina to entrain a group of sick and wounded soldiers, addressed to John J. Gravatt, medical officer in charge at General Hospital No. 9 in Richmond.		Christian, S. P.| Gravatt, John J.| United States -- History -- Civil War, 1861-1865	United States		Text	gravattjohnjpapers-002566173	002566173	41158565	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
William Graves papers	Graves, William	1837-1868	1837/1868	eng	21 items	Business letters.		Graves, William| Bedford County (Va.) -- History -- 19th century	Bedford County (Va.)		Text	graveswilliampapers-002566175	002566175	41158558	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Barry Gray letter	Gray, Barry, 1826-1886	1855	1855/1855	eng	1 item	Collection consists of a letter from author Frederick Swartwout Cozzens to Robert Barry Coffin acknowledging receipt of a check, and declining an invitation.		Cozzens, Frederic S. (Frederic Swartwout), 1818-1869| Cozzens, Frederic S. (Frederic Swartwout), 1818-1869| Gray, Barry, 1826-1886			Text	graybarry-002472277	002472277	39330799	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
D. W. Gray letter	Gray, D. W.	1849 April 18	1849/1849	eng	1 item	Letter, dated 1849 April 18, from D. W. Gray of the Texas Rangers at Monterrey, Mexico where the Rangers were fighting the Comanche in the northeastern states of Mexico. Gray had resigned his commission as a lieutenant with the Virginia Regiment, and joined the Texas Rangers.		Comanche Indians -- Wars| Texas Rangers -- History -- 19th century| Mexico -- History -- 19th century	Mexico		Text	graydw-003871503	003871503	1099525022	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]
Edwin Gray letter	Gray, Edwin, 1743-	1808	1808/1808	eng	2 items	Letter from Edwin Gray in which he objects strongly to a printed notice (Jan. 13, 1808) sent out by Senator Stephen Row Bradley calling for a meeting on Jan. 23, 1808 of the Republican members of both houses of Congress for the purpose of nominating "suitable and proper characters for President and Vice President of the United States for the next presidential election." Gray called the proposed meeting a "midnight intrigue" against the sacred right of the American people to select persons to fill these offices. Senator Bradley's notice is enclosed with the letter.		Presidents -- United States -- Election -- 1808| Gray, Edwin, 1743-| Republican Party (U.S. : 1792-1828)			Text	grayedwin-003871505	003871505	1099525290	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]
