title	creator	date_expression	date	language	extent	description	provenance	subject	spatial	format	type	collection_slug	aleph_id	oclc_num	local_id	display_format	rights	rights_note
Henry S. Halbert papers	Halbert, Henry S. (Henry Sale), 1837-1916	1884	1884/1884	eng	3 items	Collection consists of three letters concerning Indian culture, especially the Creek, Shawnee, and Choctaw tribes; and plans to excavate possible ruins that he believes to have been homes of mound builders.		Excavations (Archaeology) -- 19th century| Indians of North America -- 19th century| Mound-builders -- Southern States -- History| Halbert, Henry S. (Henry Sale), 1837-1916			Text	halberthenryspapers-002566320	002566320	41161325	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
John A. Halderman papers	Halderman, John A., 1833-1908	1857-1889	1857/1889	eng	28 items	The collection consists of miscellaneous correspondence, primarily dating from the 1880s while Halderman was in the diplomatic service of the United States. A variety of matters are discussed, but content is largely personal with little mention of Halderman's diplomatic work. Correspondence is comprised of invitations, requests for consort's cards, and introductions. There are a few Civil War letters and an 1857 letter concerning a legal matter. Correspondents include congressmen, authors, and diplomats.		Diplomats -- 19th century -- Correspondence| Halderman, John A.| United States. Diplomatic Service -- History -- 19th century| Bangkok (Thailand) -- History -- 19th century| United States -- History -- Civil War, 1861-1865	Bangkok (Thailand)| United States		Text	haldermanjohnapapers-002566321	002566321	41161320	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Daniel Kirke Hall papers	Hall, Daniel Kirke, 1843-	1862-1865	1862/1865	eng	70 items	Papers relating to Hall's service in the 12th Vermont Infantry and as a captain and commissary of the Subsistance Department in the U.S. Army. Contains permits to travel, passes, and orders and many items concerning the Subsistence Department including special and general orders pertaining to instructions for rations of food and related supplies. Generals issuing the orders include Elias S. Dennis, Amos B. Eaton, George Francis McGinnis, and Edward R. S. Canby.		United States. Army -- Commissariat| United States. Army -- Supplies and stores| United States. Army. Vermont Infantry Regiment, 12th (1862-1863)| United States -- History -- Civil War, 1861-1865 -- Equipment and supplies	United States		Text	halldanielkirkepapers-000857302	000857302	19657406	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
H. W. Halleck papers	Halleck, H. W. (Henry Wager), 1815-1872	1861-1865	1861/1865	eng	3 items	Collection consists of correspondence concerning the break between friends on opposite sides in 1861; rumors of the mental derangement of General William T. Sherman; and a letter, 1863, from General George G. Meade giving his reasons for not attacking the Confederate Army on the Rapidan in September 1863.		Soldiers -- United States -- Correspondence| Meade, George Gordon, 1815-1872| Meade, George Gordon, 1815-1872, correspondent.| Sherman, William T. (William Tecumseh), 1820-1891| United States. Army -- Officers -- Correspondence| United States -- History -- Civil War, 1861-1865 -- Campaigns| Virginia -- History -- Civil War, 1861-1865	United States| Virginia		Text	halleckhwpapers-000857307	000857307	19657414	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Edward Hall and Thomas Hall letters	Hall, Edward	1795, 1820	1795/1820	eng	2 items	Collection consists of two letters. First is a letter to Edward Hall from William R. Davie, concerning a legal case, [1795?], and second is a letter from Thomas H. Hall to the North Carolina land office concerning the issue of a land warrant, 1820.		Land titles -- North Carolina -- 19th century| Davie, William Richardson, 1756-1820, correspondent.| Hall, Edward| Hall, Thomas E., correspondent.| Hall, Thomas H.| North Carolina -- History -- 19th century| Tarboro (N.C.) -- History -- 18th century	North Carolina| Tarboro (N.C.)		Text	halledwardletters-002566323	002566323	41161318	[local_id]	image	https://creativecommons.org/publicdomain/mark/1.0	[rights_note]
Elizabeth Hall papers	Hall, Elizabeth, 1842-1920	1861-1863	1861/1863	eng	5 items	Collection consists of miscellaneous letters concerning the Civil War, containing one letter from Libbie Hall and several others in which she is mentioned. Two letters were written by J. M. Stroud to his brother and sister. Stroud discourages his sister Sarah from visiting the Army camps, believing them unfit for a lady. He also advised his brother to not enlist, writing that the Army had as many men as it needed. Stroud describes the Battle of Richmond and subsequent retreat of the Army to Washington, and comments that if Sec. of War Stanton had allowed General McClellan enough troops, Richmond would have been captured in 1862.		Richmond, Battle of, Richmond, Ky., 1862 -- History| Reputation -- Women -- 19th century| Hall, Elizabeth, 1842-1920| McClellan, George B. (George Brinton), 1826-1885| Stroud, J. M., correspondent.| Stroud, Sarah, correspondent.| United States. Army -- 19th century| United States -- History -- Civil War, 1861-1865 -- Correspondence	United States		Text	hallelizabethpapers-002565021	002565021	41109637	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Emily Baker Hall papers	Hall, Emily T. Baker	1779-1877	1779/1877	eng	8 items	Collection consists of copies of wills of Samuel and William Weldon of Halifax County, N.C., dated respectively, 1779 May 16, and 1785 March 4; two letters written in 1837 and 1839 by James L.G. Baker in Florida Territory to his daughter Emily T. Baker; 1841 letter addressed to Emily by her husband A. Hall, a physician; 1843 letter from L.G. Baker to his wife, Mrs. Sarah Anne Baker, in Scotland Neck, also written in the Florida Territory; and a certificate granting William Weldon Hall permission to practice law in North Carolina.	Purchase 1972	Wills -- North Carolina -- Halifax County -- 18th century| Law firms -- North Carolina -- 19th century| Baker, James L. G., correspondent.| Baker, Sarah Anne, correspondent.| Hall, A., correspondent.| Hall, William Weldon| Weldon family -- Estate.| Florida -- History -- 19th century| Halifax County (N.C.) -- History	Florida| Halifax County (N.C.)		Text	hallemilytbakerpapers-002505321	002505321	39920212	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Henry C. Hall papers	Hall, Henry C., -1864	1861-1864	1861/1864	eng	19 items	Collection consists of letters from Hall writing home to his family, containing comments on Civil War campaigns and battles in North Carolina and Virginia, conscription and the draft, African American regiments, army life, and equipment and supplies. Hall describes Camp Buckingham (Jamaica, Long Island); the battles of Roanoke and Newburn; marching through North Carolina to Fort Macon; joining the Army of the Potomac; the battles of South Mountain and Antietam; the Union occupations of Suffolk and Portsmouth; his participation in court martials for military criminals; and his fighting during the seige on Petersburg. Hall includes his regiment's favorable opinions of General Burnside and General Grant, and records that the men disliked George McClellan.		Soldiers -- United States -- Correspondence| United States. Army -- African American troops| United States. Army. Connecticut Infantry Regiment, 8th (1861-1864)| United States. Army -- Military life| United States. Army -- Recruiting, enlistment, etc -- Civil War, 1861-1865| North Carolina -- History -- Civil War, 1861-1865| United States -- History -- Civil War, 1861-1865 -- Campaigns| United States -- History -- Civil War, 1861-1865 -- Equipment and supplies| Virginia -- History -- Civil War, 1861-1865	North Carolina| United States| Virginia		Text	hallhenrycpapers-000857304	000857304	19657410	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
Josephus Wells Hall papers	Hall, Josephus Wells, 1805-1873	1856-1866	1856/1866	eng	28 items	Miscellaneous letters, for the most part from the Civil War, including a copy of the appointment of J.W. Hall as surgeon in the Confederate prison at Salisbury, N.C.; letters relating to the purchase of Confederate bonds; tax in kind blanks, 1865; and a letter, 1862, reporting strong Union sentiment in Knoxville, Tenn.		Hospitals -- Confederate States of America| Taxation -- Confederate States of America| Confederate States of America. Army -- Surgeons| Salisbury (N.C.) -- History -- Civil War, 1861-1865| Tennessee -- Politics and government -- 1861-1865| United States -- History -- Civil War, 1861-1865 -- Finance	Salisbury (N.C.)| Tennessee| United States		Text	halljosephuswellspapers-000894212	000894212	20748427	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
A glance at the past and a peep into the future :	Hall, Lizzie	1871 June 8.	1871/1871	eng	1 item	Holograph commencement address entitled "A Glance at the Past and a Peep into the Future" delivered at Louisville Female College on June 8th, 1871. Hall challenged her fellow students to diligently continue their studies, with "Shall we improve the little learning we have acquired or shall we neglect and bury it? Shall we waste our precious moments in the gay amusements of fashionable society, or cast our books from sight because domestic duties, and social intercourse demand our attention?" Hall warned that studying may help the graduates to avoid possible undefined and threatening "dark futures," as well as the mistakes made by great nations in the past. Acquired as part of the Sallie Bingham Center for Women's History and Culture. (02-114).	Purchase 2000, 2002-0114	Education, Higher -- United States| Women -- Education -- United States| Women -- History -- 19th century| Women -- Education| Women -- Conduct of life -- Early works to 1900| Women -- Education (Higher) -- United States -- History -- 19th century| Women -- United States -- History -- 19th century| Baccalaureate addresses| Hall, Lizzie| Louisville Female College,| Sallie Bingham Center for Women's History and Culture| Louisville (Ky.) -- History -- 19th century	Louisville (Ky.)		Text	halllizzie-003133811	003133811	51301461	[local_id]	image	http://rightsstatements.org/vocab/NoC-US/1.0/	[rights_note]
